b'{"destiny_addr": "127.0.0.1", "destiny_port": 57476, "source_addr": "127.0.0.1", "source_port": 5100, "type": "http", "payload": "MQTT_ACK"}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 54082, "source_addr": "127.0.0.1", "source_port": 5100, "type": "http", "payload": "MQTT_ACK218774895761047"}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_1, data: 14.81 Kwh },{ source: sensor_3, data: 6.83 Kwh },{ source: sensor_1, data: 14.81 Kwh },{ source: sensor_1, data: 14.81 Kwh },{ source: sensor_3, data: 6.83 Kwh },{ source: sensor_3, data: 6.83 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_1, data: 12.04 Kwh },{ source: sensor_4, data: 19.03 Kwh },{ source: sensor_1, data: 12.04 Kwh },{ source: sensor_3, data: 21.66 Kwh },{ source: sensor_3, data: 21.66 Kwh },{ source: sensor_4, data: 19.03 Kwh },{ source: sensor_3, data: 21.66 Kwh },{ source: sensor_1, data: 12.04 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_1, data: 6.24 Kwh },{ source: sensor_4, data: 18.72 Kwh },{ source: sensor_1, data: 6.24 Kwh },{ source: sensor_3, data: 14.64 Kwh },{ source: sensor_3, data: 14.64 Kwh },{ source: sensor_1, data: 6.24 Kwh },{ source: sensor_3, data: 14.64 Kwh },{ source: sensor_4, data: 18.72 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_3, data: 13.21 Kwh },{ source: sensor_4, data: 8.74 Kwh },{ source: sensor_4, data: 8.74 Kwh },{ source: sensor_1, data: 7.97 Kwh },{ source: sensor_1, data: 7.97 Kwh },{ source: sensor_1, data: 7.97 Kwh },{ source: sensor_3, data: 13.21 Kwh },{ source: sensor_3, data: 13.21 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_4, data: 4.73 Kwh },{ source: sensor_1, data: 19.62 Kwh },{ source: sensor_3, data: 8.9 Kwh },{ source: sensor_1, data: 19.62 Kwh },{ source: sensor_1, data: 19.62 Kwh },{ source: sensor_3, data: 8.9 Kwh },{ source: sensor_3, data: 8.9 Kwh },{ source: sensor_4, data: 4.73 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_4, data: 22.32 Kwh },{ source: sensor_4, data: 22.32 Kwh },{ source: sensor_1, data: 13.68 Kwh },{ source: sensor_3, data: 20.96 Kwh },{ source: sensor_1, data: 13.68 Kwh },{ source: sensor_3, data: 20.96 Kwh },{ source: sensor_1, data: 13.68 Kwh },{ source: sensor_3, data: 20.96 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_3, data: 9.47 Kwh },{ source: sensor_3, data: 9.47 Kwh },{ source: sensor_1, data: 21.02 Kwh },{ source: sensor_3, data: 9.47 Kwh },{ source: sensor_4, data: 9.11 Kwh },{ source: sensor_4, data: 9.11 Kwh },{ source: sensor_1, data: 21.02 Kwh },{ source: sensor_1, data: 21.02 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_3, data: 11.13 Kwh },{ source: sensor_1, data: 6.47 Kwh },{ source: sensor_1, data: 6.47 Kwh },{ source: sensor_1, data: 6.47 Kwh },{ source: sensor_3, data: 11.13 Kwh },{ source: sensor_4, data: 16.12 Kwh },{ source: sensor_3, data: 11.13 Kwh },{ source: sensor_4, data: 16.12 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_3, data: 3.18 Kwh },{ source: sensor_4, data: 14.42 Kwh },{ source: sensor_4, data: 14.42 Kwh },{ source: sensor_3, data: 3.18 Kwh },{ source: sensor_1, data: 17.04 Kwh },{ source: sensor_3, data: 3.18 Kwh },{ source: sensor_1, data: 17.04 Kwh },{ source: sensor_1, data: 17.04 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_3, data: 19.78 Kwh },{ source: sensor_1, data: 8.37 Kwh },{ source: sensor_4, data: 22.48 Kwh },{ source: sensor_1, data: 8.37 Kwh },{ source: sensor_1, data: 8.37 Kwh },{ source: sensor_3, data: 19.78 Kwh },{ source: sensor_4, data: 22.48 Kwh },{ source: sensor_3, data: 19.78 Kwh }]"}}'
b'{"destiny_addr": "127.0.0.1", "destiny_port": 5100, "source_addr": "127.0.0.1", "source_port": 54084, "type": "http", "payload": {"action": "publish", "topic": "sensor_metering", "content": "[{ source: sensor_1, data: 15.77 Kwh },{ source: sensor_4, data: 16.36 Kwh },{ source: sensor_1, data: 15.77 Kwh },{ source: sensor_1, data: 15.77 Kwh },{ source: sensor_4, data: 16.36 Kwh },{ source: sensor_3, data: 5.28 Kwh },{ source: sensor_3, data: 5.28 Kwh },{ source: sensor_3, data: 5.28 Kwh }]"}}'
