[{ source: sensor_1, data: 13.3 Kwh }]
[{ source: sensor_3, data: 13.68 Kwh },{ source: sensor_1, data: 22.02 Kwh },{ source: sensor_4, data: 20.88 Kwh }]
[{ source: sensor_1, data: 15.06 Kwh },{ source: sensor_4, data: 16.85 Kwh },{ source: sensor_3, data: 16.22 Kwh }]
[{ source: sensor_1, data: 2.99 Kwh },{ source: sensor_3, data: 22.22 Kwh },{ source: sensor_4, data: 16.58 Kwh }]
[{ source: sensor_4, data: 10.58 Kwh },{ source: sensor_1, data: 17.59 Kwh },{ source: sensor_3, data: 3.99 Kwh }]
[{ source: sensor_1, data: 4.4 Kwh },{ source: sensor_4, data: 10.35 Kwh },{ source: sensor_3, data: 4.62 Kwh }]
[{ source: sensor_3, data: 22.38 Kwh },{ source: sensor_1, data: 12.95 Kwh },{ source: sensor_4, data: 5.45 Kwh }]
[{ source: sensor_4, data: 9.38 Kwh },{ source: sensor_1, data: 3.17 Kwh },{ source: sensor_3, data: 19.73 Kwh }]
[{ source: sensor_1, data: 15.47 Kwh },{ source: sensor_4, data: 12.44 Kwh },{ source: sensor_3, data: 16.53 Kwh }]
[{ source: sensor_3, data: 3.03 Kwh },{ source: sensor_4, data: 15.75 Kwh },{ source: sensor_1, data: 9.6 Kwh }]
[{ source: sensor_1, data: 3.75 Kwh },{ source: sensor_3, data: 10.68 Kwh },{ source: sensor_4, data: 19.99 Kwh }]
[{ source: sensor_4, data: 3.6 Kwh },{ source: sensor_3, data: 22.28 Kwh },{ source: sensor_1, data: 9.06 Kwh }]
