[{ source: sensor_3, data: 21.9 Kwh },{ source: sensor_1, data: 20.78 Kwh }]
[{ source: sensor_1, data: 10.44 Kwh },{ source: sensor_3, data: 9.24 Kwh },{ source: sensor_4, data: 8.67 Kwh }]
[{ source: sensor_4, data: 14.46 Kwh },{ source: sensor_1, data: 15.34 Kwh },{ source: sensor_3, data: 17.82 Kwh }]
[{ source: sensor_3, data: 8.82 Kwh },{ source: sensor_1, data: 19.42 Kwh },{ source: sensor_4, data: 16.3 Kwh }]
[{ source: sensor_4, data: 4.99 Kwh },{ source: sensor_3, data: 16.45 Kwh },{ source: sensor_1, data: 9.14 Kwh }]
[{ source: sensor_1, data: 3.84 Kwh },{ source: sensor_4, data: 21.75 Kwh },{ source: sensor_3, data: 22.4 Kwh }]
[{ source: sensor_1, data: 9.67 Kwh },{ source: sensor_4, data: 3.02 Kwh },{ source: sensor_3, data: 14.48 Kwh }]
[{ source: sensor_4, data: 15.9 Kwh },{ source: sensor_1, data: 7.48 Kwh },{ source: sensor_3, data: 22.07 Kwh }]
[{ source: sensor_3, data: 6.72 Kwh },{ source: sensor_4, data: 11.42 Kwh },{ source: sensor_1, data: 15.99 Kwh }]
[{ source: sensor_4, data: 7.34 Kwh },{ source: sensor_3, data: 15.64 Kwh },{ source: sensor_1, data: 22.09 Kwh }]
[{ source: sensor_1, data: 4.89 Kwh },{ source: sensor_4, data: 12.59 Kwh },{ source: sensor_3, data: 2.82 Kwh }]
[{ source: sensor_3, data: 9.19 Kwh },{ source: sensor_4, data: 7.09 Kwh },{ source: sensor_1, data: 15.67 Kwh }]
[{ source: sensor_1, data: 6.35 Kwh },{ source: sensor_4, data: 13.91 Kwh },{ source: sensor_3, data: 18.0 Kwh }]
[{ source: sensor_4, data: 5.95 Kwh },{ source: sensor_3, data: 11.49 Kwh },{ source: sensor_1, data: 8.89 Kwh }]
[{ source: sensor_3, data: 12.03 Kwh },{ source: sensor_4, data: 7.96 Kwh },{ source: sensor_1, data: 5.97 Kwh }]
[{ source: sensor_1, data: 8.48 Kwh },{ source: sensor_3, data: 22.16 Kwh },{ source: sensor_4, data: 8.94 Kwh }]
[{ source: sensor_4, data: 19.79 Kwh },{ source: sensor_1, data: 5.74 Kwh },{ source: sensor_3, data: 10.06 Kwh }]
[{ source: sensor_1, data: 17.79 Kwh },{ source: sensor_4, data: 7.12 Kwh },{ source: sensor_3, data: 16.2 Kwh }]
[{ source: sensor_3, data: 9.5 Kwh },{ source: sensor_1, data: 6.87 Kwh },{ source: sensor_4, data: 20.17 Kwh }]
[{ source: sensor_3, data: 4.58 Kwh },{ source: sensor_4, data: 13.72 Kwh },{ source: sensor_1, data: 6.36 Kwh }]
[{ source: sensor_4, data: 15.58 Kwh },{ source: sensor_1, data: 15.61 Kwh },{ source: sensor_3, data: 21.82 Kwh }]
[{ source: sensor_3, data: 6.55 Kwh },{ source: sensor_4, data: 10.49 Kwh },{ source: sensor_1, data: 6.57 Kwh }]
[{ source: sensor_4, data: 16.7 Kwh },{ source: sensor_3, data: 20.73 Kwh },{ source: sensor_1, data: 22.19 Kwh }]
[{ source: sensor_3, data: 7.25 Kwh },{ source: sensor_1, data: 3.54 Kwh },{ source: sensor_4, data: 5.0 Kwh }]
[{ source: sensor_1, data: 3.22 Kwh },{ source: sensor_4, data: 18.47 Kwh },{ source: sensor_3, data: 13.42 Kwh }]
[{ source: sensor_1, data: 4.97 Kwh },{ source: sensor_4, data: 12.52 Kwh },{ source: sensor_3, data: 21.4 Kwh }]
[{ source: sensor_4, data: 14.55 Kwh },{ source: sensor_3, data: 14.21 Kwh },{ source: sensor_1, data: 8.61 Kwh }]
[{ source: sensor_4, data: 9.59 Kwh },{ source: sensor_3, data: 18.27 Kwh },{ source: sensor_1, data: 13.94 Kwh }]
[{ source: sensor_4, data: 5.61 Kwh },{ source: sensor_3, data: 16.55 Kwh },{ source: sensor_1, data: 2.57 Kwh }]
[{ source: sensor_3, data: 2.68 Kwh },{ source: sensor_1, data: 20.33 Kwh },{ source: sensor_4, data: 6.75 Kwh }]
[{ source: sensor_1, data: 8.5 Kwh },{ source: sensor_3, data: 6.42 Kwh },{ source: sensor_4, data: 9.45 Kwh }]
[{ source: sensor_4, data: 7.05 Kwh },{ source: sensor_3, data: 6.32 Kwh },{ source: sensor_1, data: 6.53 Kwh }]
[{ source: sensor_1, data: 10.17 Kwh },{ source: sensor_4, data: 5.22 Kwh },{ source: sensor_3, data: 6.65 Kwh }]
[{ source: sensor_1, data: 21.74 Kwh },{ source: sensor_4, data: 10.79 Kwh },{ source: sensor_3, data: 10.85 Kwh }]
[{ source: sensor_4, data: 18.34 Kwh },{ source: sensor_3, data: 3.5 Kwh },{ source: sensor_1, data: 8.58 Kwh }]
[{ source: sensor_4, data: 21.62 Kwh },{ source: sensor_1, data: 5.93 Kwh },{ source: sensor_3, data: 4.37 Kwh }]
[{ source: sensor_4, data: 17.4 Kwh },{ source: sensor_3, data: 5.32 Kwh },{ source: sensor_1, data: 10.3 Kwh }]
[{ source: sensor_1, data: 15.32 Kwh },{ source: sensor_3, data: 3.9 Kwh },{ source: sensor_4, data: 13.75 Kwh }]
[{ source: sensor_3, data: 7.04 Kwh },{ source: sensor_4, data: 4.44 Kwh },{ source: sensor_1, data: 4.67 Kwh }]
[{ source: sensor_3, data: 14.04 Kwh },{ source: sensor_4, data: 6.64 Kwh },{ source: sensor_1, data: 5.47 Kwh }]
[{ source: sensor_1, data: 3.05 Kwh },{ source: sensor_3, data: 9.85 Kwh },{ source: sensor_4, data: 7.98 Kwh }]
[{ source: sensor_4, data: 20.18 Kwh },{ source: sensor_1, data: 11.69 Kwh },{ source: sensor_3, data: 9.51 Kwh }]
[{ source: sensor_1, data: 11.74 Kwh },{ source: sensor_4, data: 21.99 Kwh },{ source: sensor_3, data: 16.94 Kwh }]
[{ source: sensor_1, data: 9.89 Kwh },{ source: sensor_3, data: 11.87 Kwh },{ source: sensor_4, data: 15.04 Kwh }]
[{ source: sensor_3, data: 9.63 Kwh },{ source: sensor_4, data: 8.14 Kwh },{ source: sensor_1, data: 5.97 Kwh }]
[{ source: sensor_3, data: 9.74 Kwh },{ source: sensor_1, data: 8.07 Kwh },{ source: sensor_4, data: 19.02 Kwh }]
[{ source: sensor_4, data: 17.83 Kwh },{ source: sensor_3, data: 6.73 Kwh },{ source: sensor_1, data: 11.68 Kwh }]
[{ source: sensor_4, data: 18.08 Kwh },{ source: sensor_3, data: 5.7 Kwh },{ source: sensor_1, data: 4.36 Kwh }]
[{ source: sensor_3, data: 18.48 Kwh },{ source: sensor_4, data: 12.67 Kwh },{ source: sensor_1, data: 19.75 Kwh }]
[{ source: sensor_1, data: 21.21 Kwh },{ source: sensor_3, data: 14.39 Kwh },{ source: sensor_4, data: 2.58 Kwh }]
[{ source: sensor_1, data: 10.7 Kwh },{ source: sensor_4, data: 4.05 Kwh },{ source: sensor_3, data: 19.58 Kwh }]
[{ source: sensor_1, data: 12.51 Kwh },{ source: sensor_3, data: 17.46 Kwh },{ source: sensor_4, data: 7.57 Kwh }]
[{ source: sensor_3, data: 13.26 Kwh },{ source: sensor_4, data: 10.86 Kwh },{ source: sensor_1, data: 20.81 Kwh }]
[{ source: sensor_3, data: 12.65 Kwh },{ source: sensor_4, data: 12.65 Kwh },{ source: sensor_1, data: 22.09 Kwh }]
[{ source: sensor_1, data: 19.8 Kwh },{ source: sensor_4, data: 4.62 Kwh },{ source: sensor_3, data: 11.66 Kwh }]
[{ source: sensor_3, data: 13.34 Kwh },{ source: sensor_4, data: 14.45 Kwh },{ source: sensor_1, data: 17.38 Kwh }]
[{ source: sensor_3, data: 10.67 Kwh },{ source: sensor_1, data: 14.06 Kwh },{ source: sensor_4, data: 19.55 Kwh }]
[{ source: sensor_1, data: 4.8 Kwh },{ source: sensor_4, data: 14.77 Kwh },{ source: sensor_3, data: 3.53 Kwh }]
[{ source: sensor_1, data: 18.92 Kwh },{ source: sensor_4, data: 16.31 Kwh },{ source: sensor_3, data: 9.49 Kwh }]
[{ source: sensor_4, data: 15.13 Kwh },{ source: sensor_3, data: 21.45 Kwh },{ source: sensor_1, data: 11.26 Kwh }]
[{ source: sensor_4, data: 14.05 Kwh },{ source: sensor_1, data: 16.97 Kwh },{ source: sensor_3, data: 11.53 Kwh }]
[{ source: sensor_4, data: 11.12 Kwh },{ source: sensor_1, data: 13.3 Kwh },{ source: sensor_3, data: 16.53 Kwh }]
[{ source: sensor_3, data: 4.69 Kwh },{ source: sensor_1, data: 9.61 Kwh },{ source: sensor_4, data: 16.94 Kwh }]
[{ source: sensor_1, data: 10.02 Kwh },{ source: sensor_4, data: 12.32 Kwh },{ source: sensor_3, data: 13.88 Kwh }]
[{ source: sensor_3, data: 18.96 Kwh },{ source: sensor_1, data: 16.98 Kwh },{ source: sensor_4, data: 18.31 Kwh }]
[{ source: sensor_1, data: 21.4 Kwh },{ source: sensor_4, data: 20.99 Kwh },{ source: sensor_3, data: 14.5 Kwh }]
[{ source: sensor_3, data: 19.15 Kwh },{ source: sensor_4, data: 19.17 Kwh },{ source: sensor_1, data: 14.76 Kwh }]
[{ source: sensor_3, data: 6.85 Kwh },{ source: sensor_1, data: 9.47 Kwh },{ source: sensor_4, data: 9.34 Kwh }]
[{ source: sensor_4, data: 8.08 Kwh },{ source: sensor_3, data: 4.19 Kwh },{ source: sensor_1, data: 14.52 Kwh }]
[{ source: sensor_1, data: 8.59 Kwh },{ source: sensor_4, data: 12.28 Kwh },{ source: sensor_3, data: 10.08 Kwh }]
[{ source: sensor_4, data: 6.13 Kwh },{ source: sensor_1, data: 16.42 Kwh },{ source: sensor_3, data: 18.31 Kwh }]
[{ source: sensor_4, data: 13.77 Kwh },{ source: sensor_1, data: 2.53 Kwh },{ source: sensor_3, data: 5.96 Kwh }]
[{ source: sensor_1, data: 4.81 Kwh },{ source: sensor_3, data: 15.19 Kwh },{ source: sensor_4, data: 5.25 Kwh }]
[{ source: sensor_4, data: 22.22 Kwh },{ source: sensor_3, data: 20.64 Kwh },{ source: sensor_1, data: 14.49 Kwh }]
