MQTT_ACK
MQTT_ACK276933622402696
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 9.35 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 21.66 Kwh },{ source: sensor_3, data: 3.7 Kwh },{ source: sensor_4, data: 4.61 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 15.89 Kwh },{ source: sensor_1, data: 17.55 Kwh },{ source: sensor_3, data: 20.8 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 3.76 Kwh },{ source: sensor_1, data: 4.21 Kwh },{ source: sensor_3, data: 4.18 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 3.87 Kwh },{ source: sensor_1, data: 10.36 Kwh },{ source: sensor_3, data: 4.92 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 19.52 Kwh },{ source: sensor_3, data: 19.03 Kwh },{ source: sensor_4, data: 11.06 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 19.51 Kwh },{ source: sensor_3, data: 16.23 Kwh },{ source: sensor_1, data: 5.55 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 19.34 Kwh },{ source: sensor_1, data: 16.82 Kwh },{ source: sensor_3, data: 19.04 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 21.79 Kwh },{ source: sensor_3, data: 2.79 Kwh },{ source: sensor_4, data: 17.32 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 13.64 Kwh },{ source: sensor_3, data: 16.98 Kwh },{ source: sensor_1, data: 20.89 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_1, data: 14.06 Kwh },{ source: sensor_3, data: 5.68 Kwh },{ source: sensor_4, data: 18.93 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_4, data: 12.06 Kwh },{ source: sensor_1, data: 8.68 Kwh },{ source: sensor_3, data: 12.22 Kwh }]'}
{'action': 'publish', 'topic': 'sensor_metering', 'content': '[{ source: sensor_3, data: 14.35 Kwh },{ source: sensor_1, data: 22.4 Kwh },{ source: sensor_4, data: 8.41 Kwh }]'}
