sensor_1,12.33 Kwh
sensor_3,8.4 Kwh
sensor_4,19.05 Kwh
sensor_1,5.61 Kwh
sensor_7,12.63 Kwh
sensor_3,9.26 Kwh
sensor_4,20.73 Kwh
sensor_1,4.64 Kwh
sensor_8,16.46 Kwh
sensor_1,19.55 Kwh
sensor_7,16.73 Kwh
sensor_4,8.8 Kwh
sensor_3,7.05 Kwh
sensor_8,7.93 Kwh
sensor_4,14.35 Kwh
sensor_8,9.75 Kwh
sensor_1,17.35 Kwh
sensor_7,14.61 Kwh
sensor_3,20.29 Kwh
sensor_1,10.68 Kwh
sensor_7,6.69 Kwh
sensor_4,11.63 Kwh
sensor_3,16.47 Kwh
sensor_8,13.59 Kwh
sensor_7,9.63 Kwh
sensor_4,6.9 Kwh
sensor_1,9.63 Kwh
sensor_3,21.1 Kwh
sensor_8,13.03 Kwh
sensor_3,15.49 Kwh
sensor_8,11.19 Kwh
sensor_4,13.0 Kwh
sensor_1,10.45 Kwh
sensor_7,3.86 Kwh
sensor_1,4.12 Kwh
sensor_3,16.38 Kwh
sensor_8,12.88 Kwh
sensor_7,19.63 Kwh
sensor_4,6.01 Kwh
sensor_1,21.27 Kwh
sensor_8,5.15 Kwh
sensor_7,15.13 Kwh
sensor_3,21.33 Kwh
sensor_4,4.88 Kwh
sensor_7,13.41 Kwh
sensor_8,13.1 Kwh
sensor_1,21.92 Kwh
sensor_3,8.85 Kwh
sensor_4,4.45 Kwh
sensor_3,18.67 Kwh
sensor_4,21.56 Kwh
sensor_1,21.1 Kwh
sensor_7,12.08 Kwh
sensor_8,7.43 Kwh
sensor_1,18.68 Kwh
sensor_3,19.3 Kwh
sensor_8,17.59 Kwh
sensor_7,19.06 Kwh
sensor_4,17.81 Kwh
sensor_8,13.75 Kwh
sensor_1,7.01 Kwh
sensor_4,21.14 Kwh
sensor_3,4.61 Kwh
sensor_7,9.61 Kwh
sensor_1,17.55 Kwh
sensor_7,5.63 Kwh
sensor_4,9.52 Kwh
sensor_8,17.69 Kwh
sensor_3,14.0 Kwh
sensor_7,6.11 Kwh
sensor_3,10.46 Kwh
sensor_4,16.29 Kwh
sensor_8,3.62 Kwh
sensor_1,16.42 Kwh
