[{ source: sensor_1, data: 12.86 Kwh },{ source: sensor_3, data: 20.37 Kwh }]
[{ source: sensor_4, data: 15.71 Kwh },{ source: sensor_3, data: 6.63 Kwh },{ source: sensor_1, data: 19.84 Kwh }]
[{ source: sensor_1, data: 18.84 Kwh },{ source: sensor_3, data: 7.94 Kwh },{ source: sensor_4, data: 20.61 Kwh }]
[{ source: sensor_4, data: 18.03 Kwh },{ source: sensor_3, data: 9.53 Kwh },{ source: sensor_1, data: 6.24 Kwh }]
[{ source: sensor_1, data: 16.18 Kwh },{ source: sensor_3, data: 10.64 Kwh },{ source: sensor_4, data: 12.92 Kwh }]
[{ source: sensor_4, data: 21.04 Kwh },{ source: sensor_1, data: 18.31 Kwh },{ source: sensor_3, data: 5.55 Kwh }]
[{ source: sensor_3, data: 7.93 Kwh },{ source: sensor_1, data: 19.75 Kwh },{ source: sensor_4, data: 8.84 Kwh }]
[{ source: sensor_4, data: 18.43 Kwh },{ source: sensor_1, data: 4.55 Kwh },{ source: sensor_3, data: 22.05 Kwh }]
[{ source: sensor_1, data: 4.65 Kwh },{ source: sensor_4, data: 14.71 Kwh },{ source: sensor_3, data: 17.79 Kwh }]
[{ source: sensor_4, data: 15.79 Kwh },{ source: sensor_3, data: 15.78 Kwh },{ source: sensor_1, data: 17.13 Kwh }]
[{ source: sensor_4, data: 21.3 Kwh },{ source: sensor_1, data: 7.07 Kwh },{ source: sensor_3, data: 19.92 Kwh }]
[{ source: sensor_4, data: 22.02 Kwh },{ source: sensor_3, data: 21.93 Kwh },{ source: sensor_1, data: 6.3 Kwh }]
[{ source: sensor_4, data: 18.77 Kwh },{ source: sensor_1, data: 18.3 Kwh },{ source: sensor_3, data: 9.48 Kwh }]
[{ source: sensor_1, data: 10.99 Kwh },{ source: sensor_3, data: 12.46 Kwh },{ source: sensor_4, data: 16.89 Kwh }]
[{ source: sensor_1, data: 18.85 Kwh },{ source: sensor_4, data: 3.92 Kwh },{ source: sensor_3, data: 19.96 Kwh }]
[{ source: sensor_3, data: 6.53 Kwh },{ source: sensor_4, data: 13.11 Kwh },{ source: sensor_1, data: 18.71 Kwh }]
[{ source: sensor_3, data: 6.85 Kwh },{ source: sensor_1, data: 8.57 Kwh },{ source: sensor_4, data: 9.78 Kwh }]
[{ source: sensor_4, data: 13.98 Kwh },{ source: sensor_3, data: 17.63 Kwh },{ source: sensor_1, data: 16.36 Kwh }]
[{ source: sensor_4, data: 14.89 Kwh },{ source: sensor_1, data: 3.58 Kwh },{ source: sensor_3, data: 14.21 Kwh }]
[{ source: sensor_1, data: 14.83 Kwh },{ source: sensor_3, data: 13.12 Kwh },{ source: sensor_4, data: 8.55 Kwh }]
[{ source: sensor_4, data: 7.16 Kwh },{ source: sensor_3, data: 11.53 Kwh },{ source: sensor_1, data: 13.39 Kwh }]
[{ source: sensor_3, data: 20.58 Kwh },{ source: sensor_1, data: 4.31 Kwh },{ source: sensor_4, data: 18.29 Kwh }]
[{ source: sensor_1, data: 19.71 Kwh },{ source: sensor_4, data: 19.78 Kwh },{ source: sensor_3, data: 5.06 Kwh }]
[{ source: sensor_3, data: 8.08 Kwh },{ source: sensor_4, data: 16.63 Kwh },{ source: sensor_1, data: 21.65 Kwh }]
[{ source: sensor_4, data: 13.66 Kwh },{ source: sensor_3, data: 12.88 Kwh },{ source: sensor_1, data: 10.59 Kwh }]
[{ source: sensor_1, data: 19.01 Kwh },{ source: sensor_3, data: 14.53 Kwh },{ source: sensor_4, data: 7.46 Kwh }]
[{ source: sensor_3, data: 20.58 Kwh },{ source: sensor_4, data: 15.76 Kwh },{ source: sensor_1, data: 12.43 Kwh }]
[{ source: sensor_1, data: 11.17 Kwh },{ source: sensor_3, data: 7.95 Kwh },{ source: sensor_4, data: 21.88 Kwh }]
[{ source: sensor_3, data: 22.14 Kwh },{ source: sensor_4, data: 20.89 Kwh },{ source: sensor_1, data: 13.01 Kwh }]
