[{ source: sensor_1, data: 17.91 Kwh }]
[{ source: sensor_3, data: 15.0 Kwh },{ source: sensor_1, data: 11.77 Kwh },{ source: sensor_4, data: 9.68 Kwh }]
[{ source: sensor_4, data: 17.94 Kwh },{ source: sensor_3, data: 14.76 Kwh },{ source: sensor_1, data: 14.06 Kwh }]
[{ source: sensor_4, data: 11.89 Kwh },{ source: sensor_3, data: 20.04 Kwh },{ source: sensor_1, data: 8.11 Kwh }]
[{ source: sensor_3, data: 11.16 Kwh },{ source: sensor_4, data: 2.9 Kwh },{ source: sensor_1, data: 17.41 Kwh }]
[{ source: sensor_3, data: 4.76 Kwh },{ source: sensor_4, data: 9.69 Kwh },{ source: sensor_1, data: 19.75 Kwh }]
[{ source: sensor_3, data: 8.47 Kwh },{ source: sensor_4, data: 4.08 Kwh },{ source: sensor_1, data: 8.31 Kwh }]
[{ source: sensor_3, data: 11.88 Kwh },{ source: sensor_4, data: 22.12 Kwh },{ source: sensor_1, data: 19.94 Kwh }]
[{ source: sensor_4, data: 5.16 Kwh },{ source: sensor_3, data: 6.76 Kwh },{ source: sensor_1, data: 19.39 Kwh }]
[{ source: sensor_4, data: 17.8 Kwh },{ source: sensor_3, data: 3.14 Kwh },{ source: sensor_1, data: 22.16 Kwh }]
[{ source: sensor_3, data: 15.51 Kwh },{ source: sensor_1, data: 5.2 Kwh },{ source: sensor_4, data: 17.29 Kwh }]
[{ source: sensor_4, data: 22.02 Kwh },{ source: sensor_3, data: 15.24 Kwh },{ source: sensor_1, data: 9.02 Kwh }]
[{ source: sensor_3, data: 17.13 Kwh },{ source: sensor_4, data: 21.05 Kwh },{ source: sensor_1, data: 14.06 Kwh }]
[{ source: sensor_4, data: 14.47 Kwh },{ source: sensor_1, data: 10.23 Kwh },{ source: sensor_3, data: 14.82 Kwh }]
[{ source: sensor_4, data: 3.22 Kwh },{ source: sensor_3, data: 16.18 Kwh },{ source: sensor_1, data: 16.48 Kwh }]
[{ source: sensor_3, data: 21.45 Kwh },{ source: sensor_4, data: 13.71 Kwh },{ source: sensor_1, data: 15.85 Kwh }]
[{ source: sensor_4, data: 8.34 Kwh },{ source: sensor_1, data: 13.65 Kwh },{ source: sensor_3, data: 14.88 Kwh }]
[{ source: sensor_4, data: 19.25 Kwh },{ source: sensor_3, data: 17.07 Kwh },{ source: sensor_1, data: 13.62 Kwh }]
[{ source: sensor_3, data: 10.54 Kwh },{ source: sensor_1, data: 9.39 Kwh },{ source: sensor_4, data: 22.05 Kwh }]
[{ source: sensor_4, data: 5.1 Kwh },{ source: sensor_1, data: 7.71 Kwh },{ source: sensor_3, data: 14.58 Kwh }]
[{ source: sensor_4, data: 3.25 Kwh },{ source: sensor_3, data: 7.58 Kwh },{ source: sensor_1, data: 3.57 Kwh }]
[{ source: sensor_1, data: 9.82 Kwh },{ source: sensor_4, data: 7.52 Kwh },{ source: sensor_3, data: 2.58 Kwh }]
[{ source: sensor_4, data: 2.93 Kwh },{ source: sensor_3, data: 20.06 Kwh },{ source: sensor_1, data: 9.81 Kwh }]
[{ source: sensor_4, data: 4.08 Kwh },{ source: sensor_1, data: 20.59 Kwh },{ source: sensor_3, data: 12.85 Kwh }]
[{ source: sensor_4, data: 11.42 Kwh },{ source: sensor_1, data: 5.97 Kwh },{ source: sensor_3, data: 12.11 Kwh }]
[{ source: sensor_1, data: 14.91 Kwh },{ source: sensor_4, data: 7.03 Kwh },{ source: sensor_3, data: 18.66 Kwh }]
[{ source: sensor_3, data: 18.23 Kwh },{ source: sensor_1, data: 5.51 Kwh },{ source: sensor_4, data: 14.1 Kwh }]
[{ source: sensor_4, data: 16.4 Kwh },{ source: sensor_3, data: 16.76 Kwh },{ source: sensor_1, data: 18.22 Kwh }]
[{ source: sensor_4, data: 2.76 Kwh },{ source: sensor_3, data: 8.4 Kwh },{ source: sensor_1, data: 17.6 Kwh }]
[{ source: sensor_4, data: 7.03 Kwh },{ source: sensor_3, data: 16.36 Kwh },{ source: sensor_1, data: 4.96 Kwh }]
[{ source: sensor_3, data: 10.97 Kwh },{ source: sensor_4, data: 9.18 Kwh },{ source: sensor_1, data: 16.55 Kwh }]
[{ source: sensor_4, data: 5.94 Kwh },{ source: sensor_1, data: 3.99 Kwh },{ source: sensor_3, data: 18.83 Kwh }]
[{ source: sensor_4, data: 19.88 Kwh },{ source: sensor_1, data: 15.24 Kwh },{ source: sensor_3, data: 18.63 Kwh }]
[{ source: sensor_1, data: 9.5 Kwh },{ source: sensor_4, data: 9.73 Kwh },{ source: sensor_3, data: 13.18 Kwh }]
[{ source: sensor_1, data: 10.07 Kwh },{ source: sensor_4, data: 10.08 Kwh },{ source: sensor_3, data: 3.44 Kwh }]
[{ source: sensor_4, data: 14.7 Kwh },{ source: sensor_3, data: 10.98 Kwh },{ source: sensor_1, data: 5.67 Kwh }]
[{ source: sensor_4, data: 10.99 Kwh },{ source: sensor_1, data: 10.49 Kwh },{ source: sensor_3, data: 3.79 Kwh }]
[{ source: sensor_4, data: 18.65 Kwh },{ source: sensor_3, data: 13.05 Kwh },{ source: sensor_1, data: 8.01 Kwh }]
[{ source: sensor_1, data: 19.84 Kwh },{ source: sensor_4, data: 17.79 Kwh },{ source: sensor_3, data: 12.28 Kwh }]
[{ source: sensor_3, data: 22.33 Kwh },{ source: sensor_1, data: 5.7 Kwh },{ source: sensor_4, data: 18.16 Kwh }]
[{ source: sensor_3, data: 6.29 Kwh },{ source: sensor_1, data: 3.17 Kwh },{ source: sensor_4, data: 16.86 Kwh }]
[{ source: sensor_3, data: 6.4 Kwh },{ source: sensor_4, data: 20.22 Kwh },{ source: sensor_1, data: 6.12 Kwh }]
[{ source: sensor_1, data: 19.84 Kwh },{ source: sensor_4, data: 14.05 Kwh },{ source: sensor_3, data: 7.39 Kwh }]
[{ source: sensor_1, data: 5.96 Kwh },{ source: sensor_4, data: 11.89 Kwh },{ source: sensor_3, data: 21.77 Kwh }]
[{ source: sensor_4, data: 21.42 Kwh },{ source: sensor_1, data: 7.84 Kwh },{ source: sensor_3, data: 15.06 Kwh }]
[{ source: sensor_4, data: 10.74 Kwh },{ source: sensor_3, data: 18.18 Kwh },{ source: sensor_1, data: 11.72 Kwh }]
[{ source: sensor_3, data: 8.69 Kwh },{ source: sensor_1, data: 11.64 Kwh },{ source: sensor_4, data: 3.02 Kwh }]
[{ source: sensor_1, data: 11.45 Kwh },{ source: sensor_3, data: 20.27 Kwh },{ source: sensor_4, data: 21.06 Kwh }]
[{ source: sensor_1, data: 6.55 Kwh },{ source: sensor_3, data: 7.25 Kwh },{ source: sensor_4, data: 10.39 Kwh }]
[{ source: sensor_1, data: 22.48 Kwh },{ source: sensor_3, data: 9.5 Kwh },{ source: sensor_4, data: 10.17 Kwh }]
[{ source: sensor_4, data: 16.6 Kwh },{ source: sensor_1, data: 2.85 Kwh },{ source: sensor_3, data: 4.61 Kwh }]
[{ source: sensor_4, data: 12.14 Kwh },{ source: sensor_3, data: 6.8 Kwh },{ source: sensor_1, data: 16.98 Kwh }]
[{ source: sensor_1, data: 17.43 Kwh },{ source: sensor_3, data: 16.66 Kwh },{ source: sensor_4, data: 11.62 Kwh }]
[{ source: sensor_4, data: 11.58 Kwh },{ source: sensor_3, data: 10.32 Kwh },{ source: sensor_1, data: 13.05 Kwh }]
[{ source: sensor_3, data: 17.26 Kwh },{ source: sensor_1, data: 10.35 Kwh },{ source: sensor_4, data: 18.37 Kwh }]
[{ source: sensor_1, data: 3.72 Kwh },{ source: sensor_3, data: 9.89 Kwh },{ source: sensor_4, data: 7.66 Kwh }]
[{ source: sensor_4, data: 5.36 Kwh },{ source: sensor_1, data: 20.65 Kwh },{ source: sensor_3, data: 3.53 Kwh }]
[{ source: sensor_4, data: 17.35 Kwh },{ source: sensor_1, data: 15.21 Kwh },{ source: sensor_3, data: 5.04 Kwh }]
[{ source: sensor_3, data: 14.87 Kwh },{ source: sensor_4, data: 8.07 Kwh },{ source: sensor_1, data: 5.83 Kwh }]
[{ source: sensor_1, data: 6.77 Kwh },{ source: sensor_4, data: 7.56 Kwh },{ source: sensor_3, data: 14.26 Kwh }]
[{ source: sensor_4, data: 22.06 Kwh },{ source: sensor_1, data: 11.84 Kwh },{ source: sensor_3, data: 4.34 Kwh }]
[{ source: sensor_1, data: 17.58 Kwh },{ source: sensor_3, data: 20.26 Kwh },{ source: sensor_4, data: 16.23 Kwh }]
[{ source: sensor_4, data: 8.81 Kwh },{ source: sensor_3, data: 15.27 Kwh },{ source: sensor_1, data: 7.25 Kwh }]
[{ source: sensor_1, data: 12.59 Kwh },{ source: sensor_4, data: 18.14 Kwh },{ source: sensor_3, data: 12.27 Kwh }]
[{ source: sensor_3, data: 11.84 Kwh },{ source: sensor_4, data: 15.05 Kwh },{ source: sensor_1, data: 22.18 Kwh }]
[{ source: sensor_4, data: 16.88 Kwh },{ source: sensor_3, data: 17.48 Kwh },{ source: sensor_1, data: 16.35 Kwh }]
