205201085725921,sensor_45,220.0V,1186.34A,60.1Hz,260.99KW,300KVA,0.99,2021-05-31T13:21:40.699386,stored_at:2021-05-31T13:27:40.847577
60145572332692,sensor_17,220.0V,1264.66A,59.9Hz,278.23KW,300KVA,0.96,2021-05-31T13:21:39.205000,stored_at:2021-05-31T13:27:40.847642
15596147188558,sensor_32,199V,1004.8A,59.9Hz,199.96KW,300KVA,1.0,2021-05-31T13:19:40.961315,stored_at:2021-05-31T13:27:40.847665
136415961141902,sensor_55,223V,1110.49A,60.1Hz,247.64KW,300KVA,0.99,2021-05-31T13:21:39.143881,stored_at:2021-05-31T13:27:40.847684
83554325593296,sensor_52,203V,1187.35A,59.9Hz,241.03KW,300KVA,0.96,2021-05-31T13:12:39.255421,stored_at:2021-05-31T13:27:40.847703
58103993481100,sensor_41,217V,1082.14A,60.1Hz,234.82KW,300KVA,0.95,2021-05-31T13:25:39.241353,stored_at:2021-05-31T13:27:40.847721
272279955069509,sensor_10,206V,1010.81A,60.0Hz,208.23KW,300KVA,0.94,2021-05-31T13:15:39.289498,stored_at:2021-05-31T13:27:40.847738
139063260240010,sensor_26,220.0V,1027.55A,59.9Hz,226.06KW,300KVA,0.99,2021-05-31T13:14:39.128726,stored_at:2021-05-31T13:27:40.847782
107286268209634,sensor_25,226V,1025.34A,60.0Hz,231.73KW,300KVA,0.98,2021-05-31T13:21:40.601831,stored_at:2021-05-31T13:27:40.847803
273163361499486,sensor_30,220.0V,1021.26A,59.9Hz,224.68KW,300KVA,0.93,2021-05-31T13:22:41.328333,stored_at:2021-05-31T13:27:40.847822
69330456263182,sensor_16,225V,1195.24A,60.0Hz,268.93KW,300KVA,0.98,2021-05-31T13:22:41.372160,stored_at:2021-05-31T13:27:40.847842
10528323509029,sensor_42,220.0V,1003.63A,60.1Hz,220.8KW,300KVA,0.97,2021-05-31T13:16:40.804250,stored_at:2021-05-31T13:27:40.847892
172336891969429,sensor_23,220.0V,1132.31A,59.9Hz,249.11KW,300KVA,0.97,2021-05-31T13:24:40.186065,stored_at:2021-05-31T13:27:40.847912
157908230751063,sensor_41,215V,1154.84A,60.1Hz,248.29KW,300KVA,0.98,2021-05-31T13:23:39.216154,stored_at:2021-05-31T13:27:40.847932
124277419371987,sensor_21,220.0V,1005.66A,60.0Hz,221.25KW,300KVA,0.96,2021-05-31T13:25:40.930789,stored_at:2021-05-31T13:27:40.847952
