67541253702330,sensor_10,217V,1160.58A,60.1Hz,251.85KW,300KVA,0.92,2021-02-28T23:55:00.376928,stored_at:2021-02-28T23:56:58.313489
50172086365870,sensor_6,223V,1195.92A,60.1Hz,266.69KW,300KVA,0.94,2021-02-28T23:46:59.211763,stored_at:2021-02-28T23:56:58.313550
27227582655159,sensor_26,220.0V,1260.33A,59.9Hz,277.27KW,300KVA,0.98,2021-02-28T23:48:45.112989,stored_at:2021-02-28T23:56:58.313575
203557563336066,sensor_54,220.0V,1029.53A,60.0Hz,226.5KW,300KVA,0.96,2021-02-28T23:43:44.303095,stored_at:2021-02-28T23:56:58.313594
203655733201058,sensor_38,220.0V,1081.69A,60.0Hz,237.97KW,300KVA,0.94,2021-02-28T23:46:44.983042,stored_at:2021-02-28T23:56:58.313612
71333060516873,sensor_31,207V,1281.32A,60.1Hz,265.23KW,300KVA,1.0,2021-02-28T23:42:45.007557,stored_at:2021-02-28T23:56:58.313630
135653808402179,sensor_2,220.0V,1096.43A,59.9Hz,241.21KW,300KVA,0.95,2021-02-28T23:41:28.785259,stored_at:2021-02-28T23:56:58.313647
232649171785581,sensor_35,220.0V,1107.17A,60.1Hz,243.58KW,300KVA,0.96,2021-02-28T23:41:28.725695,stored_at:2021-02-28T23:56:58.313664
182659739639526,sensor_54,220.0V,1034.42A,60.1Hz,227.57KW,300KVA,0.95,2021-02-28T23:50:14.439106,stored_at:2021-02-28T23:56:58.313681
112927650516945,sensor_4,196V,1148.21A,60.0Hz,225.05KW,300KVA,0.98,2021-02-28T23:43:14.567254,stored_at:2021-02-28T23:56:58.313698
155169359378454,sensor_29,220.0V,1230.02A,60.0Hz,270.6KW,300KVA,0.96,2021-02-28T23:53:00.754169,stored_at:2021-02-28T23:56:58.313714
135827231640475,sensor_45,220.0V,1182.98A,60.0Hz,260.26KW,300KVA,0.95,2021-02-28T23:45:14.880580,stored_at:2021-02-28T23:56:58.313731
121577187157268,sensor_15,220.0V,1267.42A,59.9Hz,278.83KW,300KVA,0.94,2021-02-28T23:54:00.557278,stored_at:2021-02-28T23:56:58.313748
13522858752668,sensor_36,220.0V,1048.95A,59.9Hz,230.77KW,300KVA,0.93,2021-02-28T23:46:45.220480,stored_at:2021-02-28T23:56:58.313765
233609666831248,sensor_26,220.0V,1141.12A,60.1Hz,251.05KW,300KVA,0.99,2021-02-28T23:46:30.164188,stored_at:2021-02-28T23:56:58.313782
243888837950553,sensor_56,225V,1038.15A,59.9Hz,233.58KW,300KVA,0.93,2021-02-28T23:49:13.707113,stored_at:2021-02-28T23:56:58.313799
235487173842484,sensor_40,220.0V,1278.79A,60.1Hz,281.33KW,300KVA,0.95,2021-02-28T23:42:30.140265,stored_at:2021-02-28T23:56:58.313815
121478322311462,sensor_31,216V,1078.4A,59.9Hz,232.93KW,300KVA,0.99,2021-02-28T23:44:30.259050,stored_at:2021-02-28T23:56:58.313832
143556656403516,sensor_19,218V,1084.66A,59.9Hz,236.46KW,300KVA,0.94,2021-02-28T23:45:15.105260,stored_at:2021-02-28T23:56:58.313849
194893646110045,sensor_33,203V,1088.19A,59.9Hz,220.9KW,300KVA,0.99,2021-02-28T23:48:14.880851,stored_at:2021-02-28T23:56:58.313865
43255425619798,sensor_12,223V,1024.25A,59.9Hz,228.41KW,300KVA,0.94,2021-02-28T23:52:30.236739,stored_at:2021-02-28T23:56:58.313882
61443988939506,sensor_47,220.0V,1261.95A,60.1Hz,277.63KW,300KVA,0.97,2021-02-28T23:45:14.472442,stored_at:2021-02-28T23:56:58.313899
104246149846933,sensor_5,220.0V,1004.95A,59.9Hz,221.09KW,300KVA,0.99,2021-02-28T23:49:00.963157,stored_at:2021-02-28T23:56:58.313915
54165049357406,sensor_10,211V,1174.15A,60.0Hz,247.75KW,300KVA,0.96,2021-02-28T23:53:15.242851,stored_at:2021-02-28T23:56:58.313932
212845623509522,sensor_18,220.0V,1184.16A,59.9Hz,260.52KW,300KVA,0.93,2021-02-28T23:41:58.974475,stored_at:2021-02-28T23:56:58.313949
21764783495248,sensor_40,220.0V,1141.23A,60.1Hz,251.07KW,300KVA,0.96,2021-02-28T23:44:00.024983,stored_at:2021-02-28T23:56:58.313966
46602913568286,sensor_22,201V,1004.34A,59.9Hz,201.87KW,300KVA,0.96,2021-02-28T23:53:45.598724,stored_at:2021-02-28T23:56:58.313983
251977396873306,sensor_28,230V,1040.13A,59.9Hz,239.23KW,300KVA,0.96,2021-02-28T23:44:14.811284,stored_at:2021-02-28T23:56:58.314000
65570861116243,sensor_4,220.0V,1290.37A,60.0Hz,283.88KW,300KVA,0.95,2021-02-28T23:52:59.517249,stored_at:2021-02-28T23:56:58.314017
259470320051754,sensor_44,220.0V,1031.06A,60.1Hz,226.83KW,300KVA,0.99,2021-02-28T23:51:30.350823,stored_at:2021-02-28T23:56:58.314034
206886961809932,sensor_29,220.0V,1025.61A,60.0Hz,225.63KW,300KVA,0.94,2021-02-28T23:53:30.261077,stored_at:2021-02-28T23:56:58.314050
251171892781483,sensor_47,194V,1270.7A,59.9Hz,246.52KW,300KVA,0.97,2021-02-28T23:43:14.390934,stored_at:2021-02-28T23:56:58.314072
209421160368220,sensor_21,220.0V,1079.99A,59.9Hz,237.6KW,300KVA,0.96,2021-02-28T23:53:29.956331,stored_at:2021-02-28T23:56:58.314090
125199666036382,sensor_11,220.0V,1141.1A,60.1Hz,251.04KW,300KVA,0.97,2021-02-28T23:47:14.605140,stored_at:2021-02-28T23:56:58.314107
12961243999166,sensor_14,216V,1255.62A,60.1Hz,271.21KW,300KVA,0.98,2021-02-28T23:42:31.517776,stored_at:2021-02-28T23:56:58.314127
19254666194920,sensor_46,220.0V,1068.96A,60.1Hz,235.17KW,300KVA,0.98,2021-02-28T23:48:45.394523,stored_at:2021-02-28T23:56:58.314167
17235411062242,sensor_32,220.0V,1244.69A,60.1Hz,273.83KW,300KVA,0.97,2021-02-28T23:50:43.670640,stored_at:2021-02-28T23:56:58.314192
102095036143933,sensor_31,213V,1286.38A,59.9Hz,274.0KW,300KVA,0.97,2021-02-28T23:46:00.180441,stored_at:2021-02-28T23:56:58.314210
76311751338143,sensor_44,199V,1050.46A,59.9Hz,209.04KW,300KVA,0.98,2021-02-28T23:43:15.255983,stored_at:2021-02-28T23:56:58.314227
259340243625645,sensor_33,220.0V,1045.24A,59.9Hz,229.95KW,300KVA,0.93,2021-02-28T23:49:14.636206,stored_at:2021-02-28T23:56:58.314244
257060451108225,sensor_16,220.0V,1080.19A,59.9Hz,237.64KW,300KVA,0.97,2021-02-28T23:48:29.759878,stored_at:2021-02-28T23:56:58.314261
77234656449892,sensor_10,220.0V,1122.47A,60.1Hz,246.94KW,300KVA,0.95,2021-02-28T23:54:45.232328,stored_at:2021-02-28T23:56:58.314278
164580936887785,sensor_7,220.0V,1127.02A,60.0Hz,247.94KW,300KVA,1.0,2021-02-28T23:45:15.112824,stored_at:2021-02-28T23:56:58.314295
138785177601928,sensor_33,212V,1165.53A,60.0Hz,247.09KW,300KVA,0.96,2021-02-28T23:41:28.751004,stored_at:2021-02-28T23:56:58.314312
229444621777754,sensor_38,220.0V,1104.32A,60.0Hz,242.95KW,300KVA,0.93,2021-02-28T23:49:14.790114,stored_at:2021-02-28T23:56:58.314336
154378345041815,sensor_37,196V,1221.86A,59.9Hz,239.48KW,300KVA,0.96,2021-02-28T23:42:43.843402,stored_at:2021-02-28T23:56:58.314355
18358346538648,sensor_50,218V,1291.92A,59.9Hz,281.64KW,300KVA,0.96,2021-02-28T23:42:15.022890,stored_at:2021-02-28T23:56:58.314372
110839406714668,sensor_8,220.0V,1153.28A,60.0Hz,253.72KW,300KVA,0.93,2021-02-28T23:49:13.651152,stored_at:2021-02-28T23:56:58.314389
183417188208856,sensor_56,220.0V,1017.14A,60.1Hz,223.77KW,300KVA,0.94,2021-02-28T23:42:13.685443,stored_at:2021-02-28T23:56:58.314406
115664115316577,sensor_13,220.0V,1023.09A,60.0Hz,225.08KW,300KVA,0.95,2021-02-28T23:51:58.815409,stored_at:2021-02-28T23:56:58.314423
99495038791158,sensor_5,220.0V,1052.33A,59.9Hz,231.51KW,300KVA,0.95,2021-02-28T23:45:45.290282,stored_at:2021-02-28T23:56:58.314440
