sensor_8,5.17 Kwh
sensor_2,3.68 Kwh
sensor_4,9.19 Kwh
sensor_1,7.79 Kwh
sensor_2,21.06 Kwh
sensor_3,22.25 Kwh
sensor_10,21.77 Kwh
sensor_11,11.23 Kwh
sensor_13,20.05 Kwh
sensor_8,20.96 Kwh
sensor_11,17.94 Kwh
sensor_1,8.45 Kwh
sensor_12,20.75 Kwh
sensor_9,3.95 Kwh
sensor_13,15.03 Kwh
sensor_2,5.52 Kwh
sensor_1,20.29 Kwh
sensor_3,11.95 Kwh
sensor_7,15.13 Kwh
sensor_9,3.43 Kwh
sensor_7,4.45 Kwh
sensor_10,6.84 Kwh
sensor_6,12.32 Kwh
sensor_4,21.4 Kwh
sensor_12,10.12 Kwh
sensor_2,15.47 Kwh
sensor_4,18.56 Kwh
sensor_6,10.96 Kwh
sensor_8,17.92 Kwh
sensor_3,3.01 Kwh
sensor_9,3.86 Kwh
sensor_11,17.59 Kwh
sensor_8,15.64 Kwh
sensor_7,3.16 Kwh
sensor_3,5.67 Kwh
sensor_4,20.04 Kwh
sensor_6,14.07 Kwh
sensor_1,18.13 Kwh
sensor_12,19.66 Kwh
sensor_10,18.72 Kwh
sensor_13,19.77 Kwh
sensor_2,8.55 Kwh
sensor_6,3.33 Kwh
sensor_11,16.8 Kwh
sensor_8,21.95 Kwh
sensor_9,21.95 Kwh
sensor_10,17.91 Kwh
sensor_13,12.31 Kwh
sensor_4,21.22 Kwh
sensor_7,8.88 Kwh
sensor_12,6.44 Kwh
sensor_3,21.94 Kwh
sensor_2,6.9 Kwh
sensor_1,5.0 Kwh
sensor_10,3.0 Kwh
sensor_8,7.86 Kwh
sensor_7,16.08 Kwh
sensor_3,6.15 Kwh
sensor_8,16.49 Kwh
sensor_4,2.7 Kwh
sensor_10,3.16 Kwh
sensor_2,5.12 Kwh
sensor_1,11.57 Kwh
sensor_4,20.51 Kwh
sensor_12,11.47 Kwh
sensor_6,22.07 Kwh
sensor_13,12.0 Kwh
sensor_11,21.24 Kwh
sensor_1,5.97 Kwh
sensor_13,21.95 Kwh
sensor_9,4.47 Kwh
sensor_9,20.35 Kwh
sensor_3,6.65 Kwh
sensor_6,19.85 Kwh
sensor_12,13.6 Kwh
sensor_11,5.75 Kwh
sensor_7,21.82 Kwh
sensor_2,12.8 Kwh
sensor_12,14.86 Kwh
sensor_13,6.74 Kwh
sensor_1,14.58 Kwh
sensor_7,20.55 Kwh
sensor_10,3.85 Kwh
sensor_4,7.34 Kwh
sensor_3,15.71 Kwh
sensor_11,15.96 Kwh
sensor_9,4.46 Kwh
sensor_8,17.56 Kwh
sensor_6,12.01 Kwh
sensor_2,5.51 Kwh
sensor_13,17.77 Kwh
sensor_4,8.51 Kwh
sensor_7,14.46 Kwh
sensor_2,18.68 Kwh
sensor_6,12.76 Kwh
sensor_13,21.69 Kwh
sensor_1,15.95 Kwh
sensor_12,6.53 Kwh
sensor_10,8.35 Kwh
sensor_2,16.31 Kwh
sensor_4,9.08 Kwh
sensor_10,20.55 Kwh
sensor_7,10.03 Kwh
sensor_8,4.62 Kwh
sensor_3,18.84 Kwh
sensor_12,18.78 Kwh
sensor_11,12.75 Kwh
sensor_6,18.87 Kwh
sensor_1,15.98 Kwh
sensor_3,15.11 Kwh
sensor_9,18.41 Kwh
sensor_11,18.2 Kwh
sensor_8,20.95 Kwh
sensor_9,11.66 Kwh
sensor_12,4.21 Kwh
sensor_9,16.31 Kwh
sensor_11,13.24 Kwh
sensor_6,21.85 Kwh
sensor_4,8.67 Kwh
sensor_2,11.46 Kwh
sensor_13,21.56 Kwh
sensor_7,11.63 Kwh
sensor_10,7.6 Kwh
sensor_1,6.15 Kwh
sensor_8,9.24 Kwh
sensor_3,10.75 Kwh
sensor_1,13.75 Kwh
sensor_12,21.94 Kwh
sensor_3,19.76 Kwh
sensor_6,3.66 Kwh
sensor_11,11.16 Kwh
sensor_10,7.06 Kwh
sensor_2,16.0 Kwh
sensor_8,20.85 Kwh
sensor_6,6.65 Kwh
sensor_1,10.56 Kwh
sensor_13,4.54 Kwh
sensor_13,13.42 Kwh
sensor_7,13.42 Kwh
sensor_9,19.67 Kwh
sensor_8,2.59 Kwh
sensor_12,6.57 Kwh
sensor_3,18.46 Kwh
sensor_9,3.65 Kwh
sensor_7,12.24 Kwh
sensor_10,12.65 Kwh
sensor_4,9.87 Kwh
sensor_4,9.79 Kwh
sensor_2,16.97 Kwh
sensor_11,14.82 Kwh
