sensor_1,11.71 Kwh
sensor_3,19.03 Kwh
sensor_2,5.6 Kwh
sensor_2,5.69 Kwh
sensor_1,8.12 Kwh
sensor_8,11.17 Kwh
sensor_10,17.62 Kwh
sensor_4,5.45 Kwh
sensor_13,16.83 Kwh
sensor_9,5.71 Kwh
sensor_2,7.37 Kwh
sensor_3,10.68 Kwh
sensor_1,14.81 Kwh
sensor_2,20.76 Kwh
sensor_1,4.46 Kwh
sensor_7,19.73 Kwh
sensor_11,2.67 Kwh
sensor_13,10.53 Kwh
sensor_10,18.11 Kwh
sensor_1,14.91 Kwh
sensor_3,4.66 Kwh
sensor_8,12.99 Kwh
sensor_4,7.39 Kwh
sensor_13,5.77 Kwh
sensor_4,14.32 Kwh
sensor_12,10.99 Kwh
sensor_11,4.54 Kwh
sensor_7,13.91 Kwh
sensor_6,15.29 Kwh
sensor_3,5.9 Kwh
sensor_9,6.8 Kwh
sensor_9,2.58 Kwh
sensor_2,8.96 Kwh
sensor_10,7.57 Kwh
sensor_6,21.91 Kwh
sensor_8,20.35 Kwh
sensor_12,10.72 Kwh
sensor_6,21.19 Kwh
sensor_8,4.85 Kwh
sensor_3,2.75 Kwh
sensor_2,6.71 Kwh
sensor_7,16.4 Kwh
sensor_1,18.02 Kwh
sensor_4,4.31 Kwh
sensor_10,18.46 Kwh
sensor_12,6.18 Kwh
sensor_11,6.08 Kwh
sensor_9,19.23 Kwh
sensor_13,4.24 Kwh
sensor_13,7.14 Kwh
sensor_2,6.4 Kwh
sensor_6,16.65 Kwh
sensor_8,21.74 Kwh
sensor_4,4.64 Kwh
sensor_10,6.71 Kwh
sensor_9,16.48 Kwh
sensor_4,3.94 Kwh
sensor_12,20.17 Kwh
sensor_3,20.62 Kwh
sensor_2,9.22 Kwh
sensor_1,21.13 Kwh
sensor_12,8.42 Kwh
sensor_3,17.21 Kwh
sensor_9,8.4 Kwh
sensor_1,17.18 Kwh
sensor_13,11.77 Kwh
sensor_8,3.6 Kwh
sensor_7,6.54 Kwh
sensor_6,11.29 Kwh
sensor_11,15.22 Kwh
sensor_10,21.32 Kwh
sensor_11,21.97 Kwh
sensor_7,10.9 Kwh
sensor_8,18.81 Kwh
sensor_13,8.88 Kwh
sensor_4,20.52 Kwh
sensor_10,20.21 Kwh
sensor_6,15.49 Kwh
sensor_11,21.5 Kwh
sensor_7,12.58 Kwh
sensor_12,3.51 Kwh
sensor_9,8.51 Kwh
sensor_2,12.71 Kwh
sensor_1,19.54 Kwh
sensor_3,3.03 Kwh
sensor_11,6.57 Kwh
sensor_12,20.86 Kwh
sensor_8,5.96 Kwh
sensor_6,17.72 Kwh
sensor_2,16.12 Kwh
sensor_7,19.93 Kwh
sensor_7,9.12 Kwh
sensor_4,15.15 Kwh
sensor_11,3.85 Kwh
sensor_9,7.88 Kwh
sensor_3,7.06 Kwh
sensor_10,12.17 Kwh
sensor_2,20.92 Kwh
sensor_4,19.0 Kwh
sensor_1,21.32 Kwh
sensor_8,15.22 Kwh
sensor_12,22.19 Kwh
sensor_13,3.27 Kwh
sensor_3,12.96 Kwh
sensor_6,16.51 Kwh
sensor_13,5.04 Kwh
sensor_1,10.78 Kwh
sensor_10,14.82 Kwh
sensor_9,15.32 Kwh
sensor_3,7.48 Kwh
sensor_6,2.65 Kwh
sensor_1,13.28 Kwh
sensor_7,18.62 Kwh
sensor_9,13.04 Kwh
sensor_12,10.18 Kwh
sensor_4,10.74 Kwh
sensor_8,5.96 Kwh
sensor_2,8.01 Kwh
sensor_13,11.04 Kwh
sensor_11,14.21 Kwh
sensor_10,13.71 Kwh
sensor_6,4.72 Kwh
sensor_3,14.94 Kwh
sensor_2,19.75 Kwh
sensor_4,15.41 Kwh
sensor_10,20.17 Kwh
sensor_7,19.51 Kwh
sensor_10,21.93 Kwh
sensor_11,7.13 Kwh
sensor_12,11.96 Kwh
sensor_8,14.45 Kwh
sensor_12,18.63 Kwh
sensor_2,13.27 Kwh
sensor_1,13.41 Kwh
sensor_3,19.28 Kwh
sensor_13,9.35 Kwh
sensor_11,15.31 Kwh
sensor_6,22.47 Kwh
sensor_7,5.78 Kwh
sensor_1,11.98 Kwh
sensor_4,15.7 Kwh
sensor_9,15.03 Kwh
sensor_8,17.7 Kwh
sensor_9,11.66 Kwh
sensor_13,15.8 Kwh
sensor_12,8.1 Kwh
sensor_1,20.67 Kwh
sensor_13,7.53 Kwh
sensor_3,4.62 Kwh
sensor_4,14.08 Kwh
sensor_7,21.45 Kwh
sensor_2,7.79 Kwh
sensor_11,9.57 Kwh
sensor_8,22.28 Kwh
sensor_10,20.97 Kwh
sensor_9,14.73 Kwh
sensor_6,3.49 Kwh
sensor_7,5.31 Kwh
sensor_12,14.2 Kwh
sensor_11,3.6 Kwh
sensor_4,20.88 Kwh
sensor_7,7.63 Kwh
sensor_1,8.01 Kwh
sensor_10,8.73 Kwh
sensor_9,7.85 Kwh
sensor_4,17.5 Kwh
sensor_3,10.77 Kwh
sensor_6,2.99 Kwh
sensor_3,2.52 Kwh
sensor_6,8.61 Kwh
sensor_2,3.24 Kwh
sensor_8,17.83 Kwh
sensor_2,21.45 Kwh
sensor_12,22.39 Kwh
sensor_9,19.56 Kwh
sensor_13,20.13 Kwh
sensor_11,14.56 Kwh
sensor_1,16.21 Kwh
sensor_13,20.77 Kwh
sensor_10,11.82 Kwh
sensor_8,17.49 Kwh
sensor_4,21.42 Kwh
sensor_7,5.44 Kwh
sensor_2,21.67 Kwh
sensor_9,17.96 Kwh
sensor_11,17.45 Kwh
sensor_12,3.04 Kwh
sensor_6,7.69 Kwh
sensor_8,18.98 Kwh
sensor_1,13.41 Kwh
sensor_13,4.42 Kwh
sensor_10,10.83 Kwh
sensor_3,3.93 Kwh
sensor_13,13.66 Kwh
sensor_7,7.08 Kwh
sensor_13,21.84 Kwh
sensor_9,6.16 Kwh
sensor_12,6.5 Kwh
sensor_1,4.08 Kwh
sensor_7,4.55 Kwh
sensor_11,7.5 Kwh
sensor_11,13.52 Kwh
sensor_10,3.06 Kwh
sensor_12,11.93 Kwh
sensor_8,10.46 Kwh
sensor_4,21.15 Kwh
sensor_3,13.19 Kwh
sensor_4,17.74 Kwh
sensor_2,16.34 Kwh
sensor_6,20.12 Kwh
sensor_8,10.93 Kwh
sensor_6,12.64 Kwh
sensor_3,7.76 Kwh
sensor_2,7.11 Kwh
sensor_9,5.4 Kwh
sensor_1,5.12 Kwh
sensor_10,15.88 Kwh
sensor_2,18.33 Kwh
sensor_7,6.49 Kwh
sensor_8,20.26 Kwh
sensor_11,20.05 Kwh
sensor_3,10.92 Kwh
sensor_9,12.21 Kwh
sensor_6,19.75 Kwh
sensor_13,14.16 Kwh
sensor_1,8.43 Kwh
sensor_12,6.28 Kwh
sensor_10,21.76 Kwh
sensor_4,4.44 Kwh
sensor_4,12.71 Kwh
sensor_8,17.21 Kwh
sensor_7,8.27 Kwh
sensor_11,20.72 Kwh
sensor_9,6.84 Kwh
sensor_7,20.77 Kwh
sensor_13,16.83 Kwh
sensor_13,6.55 Kwh
sensor_12,10.8 Kwh
sensor_9,20.24 Kwh
sensor_1,14.33 Kwh
sensor_8,6.89 Kwh
sensor_10,7.33 Kwh
sensor_6,20.43 Kwh
sensor_12,6.45 Kwh
sensor_2,16.01 Kwh
sensor_1,16.86 Kwh
sensor_4,20.66 Kwh
sensor_11,10.95 Kwh
sensor_3,6.47 Kwh
sensor_10,13.61 Kwh
sensor_3,16.46 Kwh
sensor_2,17.46 Kwh
sensor_6,11.5 Kwh
sensor_12,4.43 Kwh
sensor_11,8.06 Kwh
sensor_1,14.33 Kwh
sensor_3,20.73 Kwh
sensor_10,14.86 Kwh
sensor_2,2.63 Kwh
sensor_4,18.42 Kwh
sensor_7,6.73 Kwh
sensor_13,12.32 Kwh
sensor_9,13.02 Kwh
sensor_8,13.52 Kwh
sensor_6,16.74 Kwh
sensor_7,5.2 Kwh
sensor_2,10.82 Kwh
sensor_11,20.72 Kwh
sensor_13,12.17 Kwh
sensor_6,11.7 Kwh
sensor_2,6.34 Kwh
sensor_11,10.81 Kwh
sensor_9,9.08 Kwh
sensor_1,14.91 Kwh
sensor_10,20.89 Kwh
sensor_12,13.42 Kwh
sensor_4,8.89 Kwh
sensor_1,14.81 Kwh
sensor_13,9.84 Kwh
sensor_8,15.77 Kwh
sensor_3,14.85 Kwh
sensor_8,2.65 Kwh
sensor_12,6.25 Kwh
sensor_6,8.35 Kwh
sensor_3,20.32 Kwh
sensor_4,8.82 Kwh
sensor_10,7.89 Kwh
sensor_7,20.42 Kwh
sensor_9,16.11 Kwh
sensor_8,11.98 Kwh
sensor_1,12.87 Kwh
sensor_2,9.94 Kwh
sensor_13,12.98 Kwh
sensor_6,15.8 Kwh
sensor_7,3.19 Kwh
sensor_11,15.08 Kwh
sensor_12,10.92 Kwh
sensor_9,14.45 Kwh
sensor_10,8.54 Kwh
sensor_4,5.07 Kwh
sensor_3,13.92 Kwh
sensor_9,21.78 Kwh
sensor_1,10.68 Kwh
sensor_12,7.18 Kwh
sensor_1,18.41 Kwh
sensor_3,18.73 Kwh
