sensor_2,19.51 Kwh
sensor_3,4.72 Kwh
sensor_2,7.31 Kwh
sensor_5,10.62 Kwh
sensor_1,9.76 Kwh
sensor_5,6.21 Kwh
sensor_1,6.03 Kwh
sensor_3,13.08 Kwh
sensor_6,7.39 Kwh
sensor_5,18.2 Kwh
sensor_3,10.84 Kwh
sensor_8,4.44 Kwh
sensor_10,4.14 Kwh
sensor_4,15.85 Kwh
sensor_2,3.67 Kwh
sensor_9,3.4 Kwh
sensor_8,11.9 Kwh
sensor_7,11.04 Kwh
sensor_4,8.48 Kwh
sensor_1,20.26 Kwh
sensor_2,3.07 Kwh
sensor_9,21.57 Kwh
sensor_10,11.12 Kwh
sensor_7,13.67 Kwh
sensor_9,11.72 Kwh
sensor_6,5.56 Kwh
sensor_5,13.46 Kwh
sensor_2,7.73 Kwh
sensor_3,6.44 Kwh
sensor_10,5.26 Kwh
sensor_1,7.7 Kwh
sensor_4,18.0 Kwh
sensor_8,2.73 Kwh
sensor_6,12.63 Kwh
sensor_3,10.44 Kwh
sensor_7,13.63 Kwh
sensor_4,13.25 Kwh
sensor_8,3.36 Kwh
sensor_10,21.82 Kwh
sensor_8,9.2 Kwh
sensor_9,2.83 Kwh
sensor_9,17.03 Kwh
sensor_2,13.66 Kwh
sensor_7,7.32 Kwh
sensor_1,16.41 Kwh
sensor_3,19.85 Kwh
sensor_4,13.22 Kwh
sensor_6,10.27 Kwh
sensor_2,17.71 Kwh
sensor_1,18.58 Kwh
sensor_5,13.66 Kwh
sensor_10,13.64 Kwh
sensor_5,5.75 Kwh
sensor_4,3.47 Kwh
sensor_3,7.51 Kwh
sensor_3,10.27 Kwh
sensor_10,13.49 Kwh
sensor_9,7.47 Kwh
sensor_6,14.25 Kwh
sensor_7,16.25 Kwh
sensor_1,22.25 Kwh
sensor_8,12.26 Kwh
sensor_10,7.24 Kwh
sensor_7,15.48 Kwh
sensor_8,9.32 Kwh
sensor_5,11.8 Kwh
sensor_6,4.74 Kwh
sensor_2,16.73 Kwh
sensor_2,18.28 Kwh
sensor_9,6.86 Kwh
sensor_1,21.7 Kwh
sensor_5,14.71 Kwh
sensor_4,14.57 Kwh
sensor_7,3.99 Kwh
sensor_8,17.8 Kwh
sensor_1,14.83 Kwh
sensor_5,19.52 Kwh
sensor_6,19.08 Kwh
sensor_3,10.6 Kwh
sensor_10,18.09 Kwh
sensor_2,4.04 Kwh
sensor_9,13.64 Kwh
sensor_4,11.12 Kwh
sensor_10,20.32 Kwh
sensor_10,14.06 Kwh
sensor_6,16.48 Kwh
sensor_1,20.28 Kwh
sensor_8,18.38 Kwh
sensor_7,18.67 Kwh
sensor_4,14.09 Kwh
sensor_4,19.27 Kwh
sensor_6,15.72 Kwh
sensor_1,3.09 Kwh
sensor_9,3.26 Kwh
sensor_8,17.19 Kwh
sensor_5,17.6 Kwh
sensor_3,10.89 Kwh
sensor_2,12.54 Kwh
sensor_9,13.29 Kwh
sensor_3,18.67 Kwh
sensor_7,16.07 Kwh
sensor_2,10.96 Kwh
sensor_5,5.86 Kwh
sensor_1,15.62 Kwh
sensor_4,15.66 Kwh
sensor_2,21.85 Kwh
sensor_1,10.86 Kwh
sensor_6,11.93 Kwh
sensor_10,9.57 Kwh
sensor_3,17.76 Kwh
sensor_9,8.62 Kwh
sensor_3,11.86 Kwh
sensor_5,4.17 Kwh
sensor_6,8.13 Kwh
sensor_9,21.41 Kwh
sensor_8,5.84 Kwh
sensor_10,9.13 Kwh
sensor_4,7.87 Kwh
sensor_7,3.84 Kwh
sensor_8,13.55 Kwh
sensor_2,3.48 Kwh
sensor_7,19.43 Kwh
sensor_5,11.33 Kwh
sensor_2,14.31 Kwh
sensor_10,12.89 Kwh
sensor_9,4.16 Kwh
sensor_8,17.69 Kwh
sensor_6,17.32 Kwh
sensor_4,20.54 Kwh
sensor_1,8.37 Kwh
sensor_5,18.83 Kwh
sensor_7,5.67 Kwh
sensor_3,18.44 Kwh
sensor_9,7.92 Kwh
sensor_5,5.46 Kwh
sensor_3,16.94 Kwh
sensor_7,4.7 Kwh
sensor_4,11.03 Kwh
sensor_1,17.83 Kwh
sensor_6,16.99 Kwh
sensor_8,22.23 Kwh
sensor_1,8.72 Kwh
sensor_3,7.59 Kwh
sensor_7,10.19 Kwh
sensor_4,11.22 Kwh
sensor_9,15.47 Kwh
sensor_2,9.46 Kwh
sensor_10,12.89 Kwh
sensor_10,21.82 Kwh
sensor_8,20.58 Kwh
sensor_2,5.85 Kwh
sensor_5,14.64 Kwh
