sensor_2,3.28 Kwh
sensor_7,7.72 Kwh
sensor_6,14.56 Kwh
sensor_3,10.57 Kwh
sensor_1,13.25 Kwh
sensor_2,10.06 Kwh
sensor_4,5.01 Kwh
sensor_5,7.13 Kwh
sensor_9,3.55 Kwh
sensor_3,15.07 Kwh
sensor_5,6.99 Kwh
sensor_2,5.98 Kwh
sensor_1,7.07 Kwh
sensor_8,20.16 Kwh
sensor_6,8.6 Kwh
sensor_4,5.68 Kwh
sensor_7,16.26 Kwh
sensor_7,8.49 Kwh
sensor_10,9.69 Kwh
sensor_6,8.45 Kwh
sensor_9,7.81 Kwh
sensor_2,3.97 Kwh
sensor_1,13.12 Kwh
sensor_5,9.15 Kwh
sensor_4,16.34 Kwh
sensor_8,21.63 Kwh
sensor_3,19.93 Kwh
sensor_2,11.36 Kwh
sensor_3,6.63 Kwh
sensor_4,12.81 Kwh
sensor_5,8.76 Kwh
sensor_10,11.64 Kwh
sensor_6,12.37 Kwh
sensor_1,4.28 Kwh
sensor_8,15.95 Kwh
sensor_7,4.81 Kwh
sensor_9,21.15 Kwh
sensor_3,13.56 Kwh
sensor_6,7.1 Kwh
sensor_10,12.77 Kwh
sensor_4,14.49 Kwh
sensor_5,10.32 Kwh
sensor_7,10.24 Kwh
sensor_9,15.65 Kwh
sensor_1,21.04 Kwh
sensor_8,19.05 Kwh
sensor_2,20.86 Kwh
sensor_8,3.7 Kwh
sensor_1,5.91 Kwh
sensor_10,9.34 Kwh
sensor_7,8.18 Kwh
sensor_9,10.18 Kwh
sensor_4,20.63 Kwh
sensor_6,2.69 Kwh
sensor_5,18.96 Kwh
sensor_2,14.24 Kwh
sensor_3,15.46 Kwh
sensor_9,8.5 Kwh
sensor_6,3.37 Kwh
sensor_1,17.86 Kwh
sensor_10,21.16 Kwh
sensor_5,20.81 Kwh
sensor_4,8.96 Kwh
sensor_3,7.98 Kwh
sensor_8,13.43 Kwh
sensor_2,16.8 Kwh
sensor_7,2.86 Kwh
sensor_10,9.55 Kwh
sensor_1,7.53 Kwh
sensor_3,9.54 Kwh
sensor_5,11.85 Kwh
sensor_8,10.0 Kwh
sensor_6,10.6 Kwh
sensor_7,11.57 Kwh
sensor_4,14.22 Kwh
sensor_2,9.23 Kwh
sensor_9,14.62 Kwh
sensor_9,3.75 Kwh
sensor_4,14.98 Kwh
sensor_6,9.64 Kwh
sensor_3,8.22 Kwh
sensor_8,14.18 Kwh
sensor_5,6.11 Kwh
sensor_10,10.28 Kwh
sensor_2,19.21 Kwh
sensor_7,10.3 Kwh
sensor_1,12.61 Kwh
sensor_5,6.89 Kwh
sensor_8,19.71 Kwh
sensor_3,20.58 Kwh
sensor_4,9.71 Kwh
sensor_1,9.3 Kwh
sensor_10,4.62 Kwh
sensor_7,6.92 Kwh
sensor_9,6.56 Kwh
sensor_6,7.83 Kwh
sensor_2,15.95 Kwh
sensor_6,12.63 Kwh
sensor_8,12.24 Kwh
sensor_9,18.47 Kwh
sensor_10,19.87 Kwh
sensor_2,11.42 Kwh
sensor_3,2.61 Kwh
sensor_5,17.39 Kwh
sensor_4,20.82 Kwh
sensor_7,14.46 Kwh
sensor_1,18.1 Kwh
sensor_2,13.94 Kwh
sensor_7,16.92 Kwh
sensor_9,19.55 Kwh
sensor_6,22.42 Kwh
sensor_1,19.94 Kwh
sensor_10,17.95 Kwh
sensor_4,7.79 Kwh
sensor_3,4.66 Kwh
sensor_5,7.81 Kwh
sensor_8,19.0 Kwh
sensor_2,19.1 Kwh
sensor_8,18.18 Kwh
sensor_7,10.37 Kwh
sensor_10,6.97 Kwh
sensor_6,9.35 Kwh
sensor_9,20.76 Kwh
sensor_3,3.49 Kwh
sensor_4,13.96 Kwh
sensor_1,21.8 Kwh
sensor_5,10.6 Kwh
sensor_4,5.25 Kwh
sensor_1,21.96 Kwh
sensor_8,14.98 Kwh
sensor_6,19.72 Kwh
sensor_2,17.94 Kwh
sensor_9,19.87 Kwh
sensor_3,12.37 Kwh
sensor_5,20.17 Kwh
