sensor_2,19.47 Kwh
sensor_4,7.3 Kwh
sensor_6,4.54 Kwh
sensor_1,15.9 Kwh
sensor_3,12.2 Kwh
sensor_5,20.34 Kwh
sensor_2,6.26 Kwh
sensor_2,2.7 Kwh
sensor_5,4.1 Kwh
sensor_6,14.84 Kwh
sensor_4,5.51 Kwh
sensor_1,13.79 Kwh
sensor_3,9.82 Kwh
sensor_1,21.74 Kwh
sensor_2,14.43 Kwh
sensor_3,17.31 Kwh
sensor_5,15.52 Kwh
sensor_4,3.38 Kwh
sensor_6,16.77 Kwh
sensor_6,3.08 Kwh
sensor_3,3.58 Kwh
sensor_2,21.35 Kwh
sensor_5,16.83 Kwh
sensor_1,19.72 Kwh
sensor_4,21.83 Kwh
sensor_3,10.14 Kwh
sensor_4,11.27 Kwh
sensor_5,3.12 Kwh
sensor_1,4.83 Kwh
sensor_6,18.32 Kwh
sensor_2,19.66 Kwh
sensor_3,21.38 Kwh
sensor_2,20.4 Kwh
sensor_1,4.1 Kwh
sensor_5,3.81 Kwh
sensor_6,12.46 Kwh
sensor_4,16.42 Kwh
sensor_5,13.87 Kwh
sensor_6,10.51 Kwh
sensor_2,21.44 Kwh
sensor_3,10.56 Kwh
sensor_4,9.59 Kwh
sensor_1,21.39 Kwh
sensor_4,7.18 Kwh
sensor_2,21.86 Kwh
sensor_3,11.84 Kwh
sensor_1,6.8 Kwh
sensor_6,19.2 Kwh
sensor_5,15.69 Kwh
sensor_1,22.32 Kwh
sensor_3,12.65 Kwh
sensor_2,13.27 Kwh
sensor_5,14.22 Kwh
sensor_6,20.28 Kwh
sensor_4,9.64 Kwh
sensor_1,12.9 Kwh
sensor_5,19.85 Kwh
sensor_3,18.4 Kwh
sensor_2,8.32 Kwh
sensor_6,13.97 Kwh
sensor_4,5.49 Kwh
sensor_5,3.9 Kwh
sensor_1,14.7 Kwh
sensor_4,11.65 Kwh
sensor_2,2.64 Kwh
sensor_6,14.15 Kwh
sensor_3,4.3 Kwh
sensor_6,11.94 Kwh
sensor_2,5.26 Kwh
sensor_5,15.25 Kwh
sensor_3,3.1 Kwh
sensor_1,13.87 Kwh
sensor_4,8.28 Kwh
sensor_4,8.11 Kwh
sensor_5,18.29 Kwh
sensor_3,22.47 Kwh
sensor_2,3.01 Kwh
sensor_6,10.63 Kwh
sensor_1,4.82 Kwh
sensor_6,19.16 Kwh
sensor_3,9.58 Kwh
sensor_2,3.26 Kwh
sensor_4,11.01 Kwh
sensor_1,19.21 Kwh
sensor_5,8.1 Kwh
sensor_3,15.11 Kwh
sensor_6,8.83 Kwh
sensor_2,11.78 Kwh
sensor_5,10.33 Kwh
sensor_4,14.45 Kwh
sensor_1,4.95 Kwh
sensor_1,15.31 Kwh
sensor_3,3.31 Kwh
sensor_2,16.08 Kwh
sensor_6,14.42 Kwh
sensor_5,4.31 Kwh
sensor_4,9.87 Kwh
sensor_6,12.59 Kwh
sensor_3,7.88 Kwh
sensor_5,7.07 Kwh
sensor_1,3.23 Kwh
sensor_2,21.38 Kwh
sensor_4,9.7 Kwh
sensor_6,21.56 Kwh
sensor_3,4.85 Kwh
sensor_5,12.79 Kwh
sensor_1,11.58 Kwh
sensor_2,11.16 Kwh
sensor_4,3.61 Kwh
sensor_3,16.22 Kwh
sensor_6,18.27 Kwh
sensor_5,3.12 Kwh
sensor_2,16.73 Kwh
sensor_1,14.62 Kwh
sensor_4,15.55 Kwh
sensor_3,17.67 Kwh
sensor_6,10.0 Kwh
sensor_4,22.48 Kwh
sensor_1,14.38 Kwh
sensor_5,15.59 Kwh
sensor_2,21.6 Kwh
sensor_4,14.7 Kwh
sensor_2,14.32 Kwh
sensor_1,15.05 Kwh
sensor_6,12.41 Kwh
sensor_3,15.42 Kwh
sensor_5,15.17 Kwh
sensor_6,17.56 Kwh
