sensor_2,13.25 Kwh
sensor_8,5.67 Kwh
sensor_1,9.25 Kwh
sensor_3,16.34 Kwh
sensor_4,15.22 Kwh
sensor_2,8.27 Kwh
sensor_5,19.44 Kwh
sensor_6,12.79 Kwh
sensor_10,8.07 Kwh
sensor_1,7.44 Kwh
sensor_5,3.32 Kwh
sensor_9,8.74 Kwh
sensor_6,9.06 Kwh
sensor_1,10.95 Kwh
sensor_8,20.72 Kwh
sensor_2,17.02 Kwh
sensor_3,11.72 Kwh
sensor_9,22.35 Kwh
sensor_2,20.99 Kwh
sensor_5,18.3 Kwh
sensor_4,8.28 Kwh
sensor_3,17.28 Kwh
sensor_10,9.83 Kwh
sensor_8,10.05 Kwh
sensor_4,9.26 Kwh
sensor_7,4.74 Kwh
sensor_7,6.52 Kwh
sensor_7,4.71 Kwh
sensor_10,15.63 Kwh
sensor_6,15.21 Kwh
sensor_5,19.14 Kwh
sensor_4,9.09 Kwh
sensor_8,5.98 Kwh
sensor_2,22.05 Kwh
sensor_3,15.05 Kwh
sensor_9,19.52 Kwh
sensor_1,21.83 Kwh
sensor_1,9.18 Kwh
sensor_5,5.72 Kwh
sensor_4,17.91 Kwh
sensor_2,14.98 Kwh
sensor_3,6.21 Kwh
sensor_4,7.28 Kwh
sensor_1,15.83 Kwh
sensor_7,7.09 Kwh
sensor_3,3.15 Kwh
sensor_10,6.27 Kwh
sensor_6,7.15 Kwh
sensor_9,6.18 Kwh
sensor_8,10.05 Kwh
sensor_2,3.03 Kwh
sensor_9,7.08 Kwh
sensor_8,13.52 Kwh
sensor_10,21.23 Kwh
sensor_6,14.55 Kwh
sensor_5,10.03 Kwh
sensor_7,11.11 Kwh
sensor_1,16.13 Kwh
sensor_3,20.69 Kwh
sensor_10,11.96 Kwh
sensor_5,20.54 Kwh
sensor_7,7.82 Kwh
sensor_10,16.67 Kwh
sensor_9,4.44 Kwh
sensor_6,9.96 Kwh
sensor_8,6.31 Kwh
sensor_8,10.07 Kwh
sensor_4,13.19 Kwh
sensor_4,7.18 Kwh
sensor_2,19.51 Kwh
sensor_9,10.56 Kwh
sensor_2,20.59 Kwh
sensor_3,3.77 Kwh
sensor_1,11.21 Kwh
sensor_7,10.97 Kwh
sensor_5,4.98 Kwh
sensor_6,9.27 Kwh
sensor_4,17.31 Kwh
sensor_10,14.09 Kwh
sensor_7,19.42 Kwh
sensor_9,13.09 Kwh
sensor_1,8.11 Kwh
sensor_3,16.31 Kwh
sensor_8,6.55 Kwh
sensor_2,18.47 Kwh
sensor_5,9.89 Kwh
sensor_6,8.81 Kwh
sensor_3,20.88 Kwh
sensor_7,8.61 Kwh
sensor_8,4.14 Kwh
sensor_10,18.66 Kwh
sensor_9,9.79 Kwh
sensor_5,18.07 Kwh
sensor_8,20.41 Kwh
sensor_1,11.24 Kwh
sensor_6,16.7 Kwh
sensor_5,12.97 Kwh
sensor_4,5.51 Kwh
sensor_2,22.11 Kwh
sensor_3,14.29 Kwh
sensor_4,16.76 Kwh
sensor_9,6.54 Kwh
sensor_2,9.77 Kwh
sensor_7,10.84 Kwh
sensor_1,6.73 Kwh
sensor_6,8.64 Kwh
sensor_10,19.14 Kwh
sensor_5,16.75 Kwh
sensor_7,7.74 Kwh
sensor_4,21.68 Kwh
sensor_6,13.47 Kwh
sensor_3,21.84 Kwh
sensor_5,22.02 Kwh
sensor_8,16.85 Kwh
sensor_9,5.88 Kwh
sensor_9,7.88 Kwh
sensor_4,17.22 Kwh
sensor_2,18.88 Kwh
sensor_7,6.84 Kwh
sensor_2,17.19 Kwh
sensor_8,20.17 Kwh
sensor_10,17.91 Kwh
sensor_1,17.05 Kwh
sensor_3,5.32 Kwh
sensor_6,9.15 Kwh
sensor_1,18.64 Kwh
sensor_10,4.49 Kwh
sensor_2,21.99 Kwh
sensor_6,4.53 Kwh
sensor_5,11.14 Kwh
sensor_1,13.91 Kwh
sensor_8,7.18 Kwh
sensor_9,10.05 Kwh
sensor_10,6.81 Kwh
sensor_3,11.07 Kwh
sensor_7,6.4 Kwh
sensor_4,9.36 Kwh
sensor_1,16.94 Kwh
sensor_8,5.26 Kwh
sensor_3,13.9 Kwh
sensor_10,14.7 Kwh
sensor_2,4.05 Kwh
sensor_4,4.83 Kwh
sensor_5,12.01 Kwh
sensor_7,18.51 Kwh
sensor_9,2.99 Kwh
sensor_6,11.69 Kwh
sensor_5,14.42 Kwh
sensor_4,11.93 Kwh
sensor_6,18.13 Kwh
sensor_3,4.98 Kwh
sensor_1,10.03 Kwh
sensor_10,3.17 Kwh
sensor_2,7.99 Kwh
sensor_7,2.62 Kwh
sensor_9,19.31 Kwh
sensor_8,16.27 Kwh
sensor_1,18.28 Kwh
sensor_2,21.99 Kwh
sensor_4,8.06 Kwh
sensor_8,5.35 Kwh
sensor_3,14.89 Kwh
sensor_9,16.41 Kwh
sensor_7,18.96 Kwh
sensor_3,12.82 Kwh
sensor_6,9.87 Kwh
sensor_9,17.81 Kwh
sensor_5,19.48 Kwh
sensor_6,5.72 Kwh
sensor_2,19.77 Kwh
sensor_4,4.75 Kwh
sensor_5,8.62 Kwh
sensor_10,17.83 Kwh
sensor_1,22.41 Kwh
sensor_8,4.48 Kwh
sensor_10,9.31 Kwh
sensor_7,7.49 Kwh
sensor_5,17.01 Kwh
sensor_3,5.31 Kwh
sensor_4,18.05 Kwh
sensor_2,20.45 Kwh
sensor_7,9.78 Kwh
sensor_6,12.73 Kwh
sensor_9,18.28 Kwh
sensor_8,4.87 Kwh
sensor_10,12.58 Kwh
sensor_1,6.83 Kwh
sensor_1,20.73 Kwh
sensor_9,4.53 Kwh
sensor_2,15.34 Kwh
sensor_10,17.27 Kwh
sensor_6,4.9 Kwh
sensor_3,11.66 Kwh
sensor_7,22.32 Kwh
sensor_8,10.73 Kwh
sensor_2,18.08 Kwh
sensor_7,9.06 Kwh
sensor_8,4.14 Kwh
sensor_4,10.49 Kwh
sensor_5,13.23 Kwh
sensor_5,20.25 Kwh
sensor_10,4.9 Kwh
sensor_3,4.37 Kwh
sensor_4,11.82 Kwh
sensor_9,17.23 Kwh
sensor_1,9.17 Kwh
sensor_6,18.47 Kwh
sensor_3,10.87 Kwh
sensor_5,16.29 Kwh
sensor_8,18.46 Kwh
sensor_1,18.16 Kwh
sensor_6,12.07 Kwh
sensor_8,19.92 Kwh
sensor_9,21.6 Kwh
sensor_5,19.96 Kwh
sensor_4,12.66 Kwh
sensor_6,6.48 Kwh
sensor_2,10.34 Kwh
sensor_7,20.77 Kwh
sensor_7,13.13 Kwh
sensor_1,20.37 Kwh
sensor_10,19.36 Kwh
sensor_9,7.57 Kwh
sensor_3,9.22 Kwh
sensor_10,3.38 Kwh
sensor_2,5.73 Kwh
sensor_4,16.24 Kwh
sensor_9,21.7 Kwh
sensor_8,8.84 Kwh
sensor_1,12.48 Kwh
sensor_5,6.6 Kwh
sensor_4,20.62 Kwh
sensor_6,4.53 Kwh
sensor_3,19.89 Kwh
sensor_2,3.77 Kwh
sensor_7,11.91 Kwh
sensor_10,20.49 Kwh
sensor_9,17.73 Kwh
sensor_6,18.2 Kwh
sensor_9,13.47 Kwh
sensor_5,18.5 Kwh
sensor_4,19.64 Kwh
sensor_3,3.89 Kwh
sensor_7,2.81 Kwh
sensor_2,3.66 Kwh
sensor_1,20.47 Kwh
sensor_1,18.72 Kwh
sensor_2,15.84 Kwh
sensor_8,7.91 Kwh
sensor_3,18.87 Kwh
sensor_6,18.13 Kwh
sensor_7,18.3 Kwh
sensor_10,4.11 Kwh
sensor_5,2.72 Kwh
sensor_10,6.38 Kwh
sensor_8,9.03 Kwh
sensor_4,12.43 Kwh
sensor_1,11.75 Kwh
sensor_3,16.22 Kwh
sensor_7,19.47 Kwh
sensor_1,4.58 Kwh
sensor_10,15.81 Kwh
sensor_4,22.26 Kwh
sensor_2,15.54 Kwh
sensor_10,5.23 Kwh
sensor_9,8.12 Kwh
sensor_7,20.67 Kwh
sensor_6,5.85 Kwh
sensor_2,17.08 Kwh
sensor_5,3.94 Kwh
sensor_5,15.07 Kwh
sensor_8,2.8 Kwh
sensor_4,8.64 Kwh
sensor_6,18.67 Kwh
sensor_9,14.31 Kwh
sensor_3,8.57 Kwh
sensor_8,12.04 Kwh
sensor_7,15.83 Kwh
sensor_4,9.59 Kwh
sensor_6,7.11 Kwh
sensor_3,11.92 Kwh
sensor_9,14.78 Kwh
sensor_8,12.59 Kwh
sensor_2,19.09 Kwh
sensor_10,3.82 Kwh
sensor_5,17.69 Kwh
sensor_1,9.45 Kwh
sensor_2,19.64 Kwh
sensor_9,19.13 Kwh
sensor_10,20.45 Kwh
sensor_1,17.64 Kwh
sensor_5,8.06 Kwh
sensor_7,10.42 Kwh
sensor_3,2.59 Kwh
sensor_1,5.01 Kwh
sensor_4,7.19 Kwh
sensor_6,13.52 Kwh
sensor_4,3.06 Kwh
sensor_8,17.64 Kwh
sensor_7,6.97 Kwh
sensor_10,12.17 Kwh
sensor_9,11.41 Kwh
sensor_6,19.82 Kwh
sensor_3,16.06 Kwh
sensor_2,15.13 Kwh
sensor_8,4.83 Kwh
sensor_5,13.02 Kwh
sensor_2,13.47 Kwh
sensor_3,10.02 Kwh
sensor_1,16.16 Kwh
sensor_4,11.39 Kwh
sensor_3,3.8 Kwh
sensor_9,3.98 Kwh
sensor_6,16.46 Kwh
sensor_4,21.97 Kwh
sensor_7,19.3 Kwh
sensor_2,19.55 Kwh
sensor_5,18.44 Kwh
sensor_7,11.83 Kwh
sensor_5,10.55 Kwh
sensor_10,20.46 Kwh
sensor_8,8.24 Kwh
sensor_10,3.28 Kwh
sensor_9,9.84 Kwh
sensor_8,7.24 Kwh
sensor_1,18.13 Kwh
sensor_6,14.66 Kwh
sensor_3,2.56 Kwh
sensor_2,4.05 Kwh
sensor_1,12.19 Kwh
sensor_6,17.23 Kwh
sensor_7,8.22 Kwh
sensor_8,5.19 Kwh
sensor_9,16.05 Kwh
sensor_10,12.99 Kwh
sensor_4,13.89 Kwh
sensor_5,21.58 Kwh
sensor_5,8.47 Kwh
sensor_3,12.05 Kwh
sensor_10,20.16 Kwh
sensor_1,22.46 Kwh
sensor_5,14.46 Kwh
sensor_9,21.28 Kwh
sensor_10,14.51 Kwh
sensor_7,20.1 Kwh
sensor_3,11.91 Kwh
sensor_8,16.13 Kwh
sensor_4,20.76 Kwh
sensor_2,21.07 Kwh
sensor_4,14.96 Kwh
sensor_9,11.24 Kwh
sensor_6,10.78 Kwh
sensor_7,15.42 Kwh
sensor_8,5.16 Kwh
sensor_6,8.59 Kwh
sensor_1,17.07 Kwh
sensor_2,8.84 Kwh
sensor_6,20.56 Kwh
sensor_3,5.66 Kwh
sensor_8,12.59 Kwh
sensor_8,8.38 Kwh
sensor_9,8.25 Kwh
sensor_4,15.61 Kwh
sensor_7,14.54 Kwh
sensor_10,8.47 Kwh
sensor_3,15.67 Kwh
sensor_6,5.96 Kwh
sensor_4,18.19 Kwh
sensor_5,16.73 Kwh
sensor_7,16.1 Kwh
sensor_2,8.37 Kwh
sensor_10,21.54 Kwh
sensor_9,8.39 Kwh
sensor_1,21.46 Kwh
sensor_5,21.54 Kwh
sensor_2,9.28 Kwh
sensor_1,8.98 Kwh
sensor_8,7.14 Kwh
sensor_9,19.19 Kwh
sensor_7,6.5 Kwh
sensor_5,15.91 Kwh
sensor_2,6.08 Kwh
sensor_10,8.65 Kwh
sensor_3,12.98 Kwh
sensor_1,2.81 Kwh
sensor_6,2.52 Kwh
sensor_4,12.4 Kwh
sensor_5,19.05 Kwh
sensor_1,12.97 Kwh
sensor_1,9.0 Kwh
sensor_2,13.87 Kwh
sensor_10,18.43 Kwh
sensor_4,16.28 Kwh
sensor_8,19.67 Kwh
sensor_9,17.95 Kwh
sensor_2,6.71 Kwh
sensor_6,7.45 Kwh
sensor_4,22.35 Kwh
sensor_8,12.02 Kwh
sensor_10,15.98 Kwh
sensor_3,2.89 Kwh
sensor_7,9.2 Kwh
sensor_9,6.75 Kwh
sensor_3,2.75 Kwh
sensor_5,18.85 Kwh
sensor_7,5.55 Kwh
sensor_6,10.87 Kwh
sensor_7,18.95 Kwh
sensor_1,15.24 Kwh
sensor_8,11.38 Kwh
sensor_3,11.07 Kwh
sensor_2,13.37 Kwh
sensor_6,6.51 Kwh
sensor_9,20.49 Kwh
sensor_6,12.54 Kwh
sensor_1,20.57 Kwh
sensor_7,11.39 Kwh
sensor_5,6.38 Kwh
sensor_9,21.54 Kwh
sensor_10,9.52 Kwh
sensor_4,9.62 Kwh
sensor_10,17.65 Kwh
sensor_8,12.86 Kwh
sensor_4,18.83 Kwh
sensor_2,4.95 Kwh
sensor_5,11.73 Kwh
sensor_3,15.66 Kwh
sensor_7,2.57 Kwh
sensor_8,20.91 Kwh
sensor_4,7.65 Kwh
sensor_5,19.79 Kwh
sensor_1,19.82 Kwh
sensor_9,4.33 Kwh
sensor_3,14.67 Kwh
sensor_10,8.7 Kwh
sensor_2,17.14 Kwh
sensor_6,21.6 Kwh
sensor_8,10.42 Kwh
sensor_7,3.33 Kwh
sensor_1,4.07 Kwh
sensor_5,20.84 Kwh
sensor_5,14.09 Kwh
sensor_1,15.67 Kwh
sensor_2,9.53 Kwh
sensor_6,19.46 Kwh
sensor_6,12.02 Kwh
sensor_3,2.57 Kwh
sensor_10,5.97 Kwh
sensor_9,5.47 Kwh
sensor_4,10.49 Kwh
sensor_2,15.66 Kwh
sensor_9,11.2 Kwh
sensor_10,17.34 Kwh
sensor_7,8.64 Kwh
sensor_4,20.82 Kwh
sensor_8,8.43 Kwh
sensor_3,20.69 Kwh
sensor_5,16.31 Kwh
sensor_9,12.38 Kwh
sensor_10,21.38 Kwh
sensor_2,12.75 Kwh
sensor_3,13.22 Kwh
sensor_1,14.72 Kwh
sensor_8,22.37 Kwh
sensor_7,18.31 Kwh
sensor_1,12.55 Kwh
sensor_9,18.57 Kwh
sensor_10,9.4 Kwh
sensor_6,11.84 Kwh
sensor_7,21.31 Kwh
sensor_5,3.89 Kwh
sensor_4,17.82 Kwh
sensor_6,4.08 Kwh
sensor_2,10.54 Kwh
sensor_3,11.49 Kwh
sensor_4,8.23 Kwh
sensor_8,15.25 Kwh
sensor_6,6.37 Kwh
sensor_10,7.94 Kwh
