sensor_8,4.24 Kwh
sensor_2,12.13 Kwh
sensor_1,15.13 Kwh
sensor_4,8.57 Kwh
sensor_2,5.96 Kwh
sensor_3,12.82 Kwh
sensor_1,3.6 Kwh
sensor_6,8.88 Kwh
sensor_3,6.57 Kwh
sensor_6,12.83 Kwh
sensor_8,18.71 Kwh
sensor_7,18.79 Kwh
sensor_4,15.67 Kwh
sensor_3,18.24 Kwh
sensor_12,11.19 Kwh
sensor_13,12.02 Kwh
sensor_7,4.63 Kwh
sensor_11,19.38 Kwh
sensor_10,19.78 Kwh
sensor_2,6.22 Kwh
sensor_1,16.72 Kwh
sensor_13,20.34 Kwh
sensor_10,8.41 Kwh
sensor_9,12.07 Kwh
sensor_8,11.01 Kwh
sensor_2,2.85 Kwh
sensor_4,13.24 Kwh
sensor_9,19.36 Kwh
sensor_11,18.13 Kwh
sensor_1,11.58 Kwh
sensor_8,15.87 Kwh
sensor_10,11.53 Kwh
sensor_4,2.86 Kwh
sensor_3,20.81 Kwh
sensor_6,8.61 Kwh
sensor_9,13.9 Kwh
sensor_12,13.55 Kwh
sensor_13,6.12 Kwh
sensor_7,12.73 Kwh
sensor_2,16.41 Kwh
sensor_11,18.84 Kwh
sensor_10,6.07 Kwh
sensor_7,12.39 Kwh
sensor_4,17.98 Kwh
sensor_11,9.08 Kwh
sensor_4,3.64 Kwh
sensor_3,13.14 Kwh
sensor_1,9.58 Kwh
sensor_8,14.7 Kwh
sensor_9,13.74 Kwh
sensor_3,10.42 Kwh
sensor_10,10.02 Kwh
sensor_12,2.6 Kwh
sensor_8,2.94 Kwh
sensor_7,4.14 Kwh
sensor_9,16.11 Kwh
sensor_2,10.64 Kwh
sensor_6,6.22 Kwh
sensor_11,21.55 Kwh
sensor_13,21.95 Kwh
sensor_12,17.46 Kwh
sensor_2,6.23 Kwh
sensor_6,18.32 Kwh
sensor_1,4.63 Kwh
sensor_13,14.26 Kwh
sensor_11,8.48 Kwh
sensor_3,13.23 Kwh
sensor_9,14.94 Kwh
sensor_10,20.7 Kwh
sensor_2,10.99 Kwh
sensor_1,17.86 Kwh
sensor_13,13.02 Kwh
sensor_12,11.02 Kwh
sensor_4,19.93 Kwh
sensor_7,19.4 Kwh
sensor_8,4.62 Kwh
sensor_6,3.47 Kwh
sensor_8,19.19 Kwh
sensor_1,8.21 Kwh
sensor_12,14.15 Kwh
sensor_3,15.74 Kwh
sensor_7,20.06 Kwh
sensor_9,7.4 Kwh
sensor_6,20.97 Kwh
sensor_2,10.6 Kwh
sensor_13,4.01 Kwh
sensor_10,11.5 Kwh
sensor_11,19.41 Kwh
sensor_4,16.62 Kwh
sensor_4,19.93 Kwh
sensor_10,21.4 Kwh
sensor_9,3.56 Kwh
sensor_3,5.07 Kwh
sensor_13,16.05 Kwh
sensor_7,20.07 Kwh
sensor_2,6.82 Kwh
sensor_2,20.38 Kwh
sensor_4,18.18 Kwh
sensor_11,15.04 Kwh
sensor_11,4.65 Kwh
sensor_1,22.21 Kwh
sensor_6,4.82 Kwh
sensor_7,3.37 Kwh
sensor_1,17.03 Kwh
sensor_10,6.54 Kwh
sensor_6,9.55 Kwh
sensor_12,14.95 Kwh
sensor_8,17.3 Kwh
sensor_8,21.37 Kwh
sensor_9,7.78 Kwh
sensor_12,8.1 Kwh
sensor_3,6.37 Kwh
sensor_13,10.01 Kwh
sensor_2,5.66 Kwh
sensor_7,13.31 Kwh
sensor_12,19.04 Kwh
sensor_13,20.33 Kwh
sensor_11,10.65 Kwh
sensor_9,5.28 Kwh
sensor_1,15.52 Kwh
sensor_6,13.63 Kwh
sensor_3,20.17 Kwh
sensor_10,22.26 Kwh
sensor_4,13.49 Kwh
sensor_8,3.22 Kwh
sensor_1,19.7 Kwh
sensor_3,12.16 Kwh
sensor_12,16.19 Kwh
sensor_12,13.08 Kwh
sensor_3,7.72 Kwh
sensor_9,18.0 Kwh
sensor_7,15.93 Kwh
sensor_4,9.46 Kwh
sensor_8,12.64 Kwh
sensor_13,20.36 Kwh
sensor_4,5.63 Kwh
sensor_1,3.47 Kwh
sensor_10,6.17 Kwh
sensor_13,2.72 Kwh
sensor_2,6.99 Kwh
sensor_7,21.59 Kwh
sensor_11,11.86 Kwh
sensor_2,9.16 Kwh
sensor_6,11.43 Kwh
sensor_6,9.09 Kwh
sensor_8,11.34 Kwh
sensor_9,15.4 Kwh
sensor_11,6.15 Kwh
sensor_10,6.9 Kwh
sensor_2,5.54 Kwh
sensor_12,17.96 Kwh
sensor_11,13.62 Kwh
sensor_4,18.7 Kwh
sensor_7,20.88 Kwh
sensor_10,16.95 Kwh
sensor_9,13.49 Kwh
sensor_13,5.55 Kwh
sensor_6,4.37 Kwh
sensor_1,3.15 Kwh
sensor_3,5.73 Kwh
sensor_8,14.46 Kwh
sensor_8,4.6 Kwh
sensor_11,7.29 Kwh
sensor_12,17.62 Kwh
sensor_13,7.31 Kwh
sensor_13,11.23 Kwh
sensor_4,15.31 Kwh
sensor_1,19.9 Kwh
sensor_6,18.78 Kwh
sensor_3,12.04 Kwh
sensor_2,7.7 Kwh
sensor_9,3.47 Kwh
sensor_10,13.48 Kwh
sensor_7,4.11 Kwh
sensor_12,4.75 Kwh
sensor_11,19.27 Kwh
sensor_2,11.79 Kwh
sensor_6,3.87 Kwh
sensor_8,3.86 Kwh
sensor_7,11.36 Kwh
sensor_10,3.03 Kwh
sensor_1,12.54 Kwh
sensor_3,4.37 Kwh
sensor_9,15.68 Kwh
sensor_4,7.51 Kwh
sensor_12,9.72 Kwh
sensor_1,7.69 Kwh
sensor_13,16.76 Kwh
sensor_9,19.26 Kwh
sensor_8,3.73 Kwh
sensor_7,16.7 Kwh
sensor_10,6.35 Kwh
sensor_2,2.53 Kwh
sensor_6,10.69 Kwh
sensor_11,3.1 Kwh
sensor_4,19.44 Kwh
sensor_3,15.5 Kwh
sensor_12,17.62 Kwh
sensor_11,16.13 Kwh
sensor_11,11.17 Kwh
sensor_7,9.95 Kwh
sensor_6,4.72 Kwh
sensor_4,18.48 Kwh
sensor_3,22.25 Kwh
sensor_10,14.21 Kwh
sensor_3,12.02 Kwh
sensor_9,4.89 Kwh
sensor_12,19.49 Kwh
sensor_8,10.61 Kwh
sensor_4,12.39 Kwh
sensor_7,12.89 Kwh
sensor_1,15.57 Kwh
sensor_1,11.44 Kwh
sensor_6,15.14 Kwh
sensor_13,11.57 Kwh
sensor_13,8.33 Kwh
sensor_2,7.27 Kwh
sensor_2,5.72 Kwh
sensor_9,12.4 Kwh
sensor_8,16.59 Kwh
sensor_10,3.05 Kwh
sensor_8,14.32 Kwh
sensor_9,11.98 Kwh
sensor_6,5.41 Kwh
sensor_2,18.13 Kwh
sensor_10,21.25 Kwh
sensor_11,18.61 Kwh
sensor_1,19.36 Kwh
sensor_7,6.79 Kwh
sensor_4,6.21 Kwh
sensor_13,10.02 Kwh
sensor_3,14.03 Kwh
sensor_12,22.31 Kwh
sensor_2,13.79 Kwh
sensor_9,21.16 Kwh
sensor_7,10.6 Kwh
sensor_4,22.47 Kwh
sensor_7,3.48 Kwh
sensor_8,17.87 Kwh
sensor_12,14.26 Kwh
sensor_13,17.02 Kwh
sensor_9,2.63 Kwh
sensor_11,8.75 Kwh
sensor_8,18.37 Kwh
sensor_12,3.24 Kwh
sensor_3,8.3 Kwh
sensor_11,20.82 Kwh
sensor_1,17.56 Kwh
sensor_10,3.67 Kwh
sensor_3,15.26 Kwh
sensor_10,9.91 Kwh
sensor_2,8.28 Kwh
sensor_13,12.75 Kwh
sensor_4,4.0 Kwh
sensor_1,20.32 Kwh
sensor_6,14.14 Kwh
sensor_6,12.55 Kwh
sensor_13,4.23 Kwh
sensor_8,13.6 Kwh
sensor_10,19.6 Kwh
sensor_11,5.09 Kwh
sensor_3,20.13 Kwh
sensor_7,21.82 Kwh
sensor_6,11.99 Kwh
sensor_2,12.88 Kwh
sensor_9,9.64 Kwh
sensor_12,12.58 Kwh
sensor_4,7.19 Kwh
sensor_1,5.65 Kwh
sensor_3,17.82 Kwh
sensor_1,20.54 Kwh
sensor_4,10.92 Kwh
sensor_9,19.93 Kwh
sensor_13,10.33 Kwh
sensor_8,13.47 Kwh
sensor_2,10.93 Kwh
sensor_12,3.84 Kwh
sensor_1,14.84 Kwh
sensor_6,4.27 Kwh
sensor_13,15.58 Kwh
sensor_3,3.0 Kwh
sensor_9,9.72 Kwh
sensor_7,3.25 Kwh
sensor_2,15.49 Kwh
sensor_10,9.2 Kwh
sensor_12,10.25 Kwh
sensor_6,21.28 Kwh
sensor_10,3.76 Kwh
sensor_11,19.56 Kwh
sensor_4,6.56 Kwh
sensor_7,16.14 Kwh
sensor_8,4.83 Kwh
sensor_11,8.89 Kwh
sensor_7,2.83 Kwh
sensor_8,13.18 Kwh
sensor_2,17.85 Kwh
sensor_4,18.45 Kwh
sensor_10,16.29 Kwh
sensor_1,6.46 Kwh
sensor_3,7.16 Kwh
sensor_6,21.03 Kwh
sensor_13,12.54 Kwh
sensor_11,16.06 Kwh
sensor_9,4.42 Kwh
sensor_12,19.12 Kwh
sensor_1,9.34 Kwh
sensor_10,13.7 Kwh
sensor_4,18.13 Kwh
sensor_6,19.61 Kwh
sensor_13,21.82 Kwh
sensor_12,20.75 Kwh
sensor_11,2.54 Kwh
sensor_1,21.94 Kwh
sensor_3,17.82 Kwh
sensor_10,6.55 Kwh
sensor_8,21.5 Kwh
sensor_4,4.27 Kwh
sensor_13,10.64 Kwh
sensor_7,6.32 Kwh
sensor_6,3.59 Kwh
sensor_9,10.58 Kwh
sensor_12,18.82 Kwh
sensor_9,7.98 Kwh
sensor_11,10.09 Kwh
sensor_2,14.51 Kwh
sensor_8,7.58 Kwh
sensor_7,7.93 Kwh
sensor_2,19.45 Kwh
sensor_3,8.37 Kwh
sensor_8,17.24 Kwh
sensor_2,13.33 Kwh
sensor_1,12.19 Kwh
sensor_6,17.49 Kwh
sensor_3,5.02 Kwh
sensor_9,4.59 Kwh
sensor_10,18.56 Kwh
sensor_12,19.12 Kwh
sensor_13,4.56 Kwh
sensor_4,12.15 Kwh
sensor_11,8.05 Kwh
sensor_7,15.38 Kwh
sensor_2,3.59 Kwh
sensor_10,12.13 Kwh
sensor_11,17.6 Kwh
sensor_9,18.23 Kwh
sensor_4,22.39 Kwh
sensor_7,9.69 Kwh
sensor_9,11.84 Kwh
sensor_8,16.96 Kwh
sensor_6,21.63 Kwh
sensor_6,9.0 Kwh
sensor_1,15.97 Kwh
sensor_2,3.18 Kwh
sensor_3,21.2 Kwh
sensor_11,7.2 Kwh
sensor_12,7.22 Kwh
sensor_1,15.46 Kwh
sensor_13,3.39 Kwh
sensor_3,19.62 Kwh
sensor_4,19.83 Kwh
sensor_13,16.3 Kwh
sensor_8,8.34 Kwh
sensor_7,11.36 Kwh
sensor_12,8.9 Kwh
sensor_10,20.31 Kwh
sensor_6,12.96 Kwh
sensor_7,4.61 Kwh
sensor_9,13.77 Kwh
sensor_13,2.91 Kwh
sensor_4,21.15 Kwh
sensor_10,10.27 Kwh
sensor_1,13.01 Kwh
sensor_3,13.43 Kwh
sensor_2,18.92 Kwh
sensor_11,14.53 Kwh
sensor_8,14.26 Kwh
sensor_12,4.12 Kwh
sensor_1,20.54 Kwh
sensor_1,13.5 Kwh
sensor_9,21.96 Kwh
sensor_13,10.08 Kwh
sensor_7,5.71 Kwh
sensor_10,5.44 Kwh
sensor_12,15.71 Kwh
sensor_4,13.43 Kwh
sensor_2,19.83 Kwh
sensor_10,9.42 Kwh
sensor_3,9.05 Kwh
sensor_4,5.84 Kwh
sensor_8,22.44 Kwh
sensor_12,4.12 Kwh
sensor_8,10.19 Kwh
sensor_11,7.76 Kwh
sensor_7,10.44 Kwh
sensor_11,4.32 Kwh
sensor_2,7.56 Kwh
sensor_6,14.59 Kwh
sensor_9,22.4 Kwh
sensor_3,20.82 Kwh
sensor_6,15.9 Kwh
sensor_13,8.66 Kwh
sensor_10,4.64 Kwh
sensor_11,3.32 Kwh
sensor_7,19.94 Kwh
sensor_4,6.88 Kwh
sensor_13,19.14 Kwh
sensor_1,11.73 Kwh
sensor_8,19.02 Kwh
sensor_9,13.67 Kwh
sensor_6,9.16 Kwh
sensor_2,3.94 Kwh
sensor_12,16.39 Kwh
sensor_3,7.37 Kwh
sensor_9,16.99 Kwh
sensor_7,11.51 Kwh
sensor_3,17.44 Kwh
sensor_10,20.04 Kwh
sensor_4,4.17 Kwh
sensor_12,21.05 Kwh
sensor_8,6.23 Kwh
sensor_7,4.49 Kwh
sensor_6,14.32 Kwh
sensor_2,7.42 Kwh
sensor_2,20.3 Kwh
sensor_1,17.64 Kwh
sensor_12,3.34 Kwh
sensor_6,7.2 Kwh
sensor_1,22.46 Kwh
sensor_3,4.42 Kwh
sensor_11,20.76 Kwh
sensor_10,20.56 Kwh
sensor_8,10.21 Kwh
sensor_11,6.02 Kwh
sensor_4,18.36 Kwh
sensor_13,19.37 Kwh
sensor_9,3.62 Kwh
sensor_13,20.64 Kwh
sensor_1,15.34 Kwh
sensor_6,12.5 Kwh
sensor_8,18.96 Kwh
sensor_10,18.83 Kwh
sensor_11,2.7 Kwh
sensor_2,13.57 Kwh
sensor_12,12.01 Kwh
sensor_4,8.88 Kwh
sensor_9,17.1 Kwh
sensor_7,15.79 Kwh
sensor_13,13.38 Kwh
sensor_3,19.98 Kwh
sensor_8,20.92 Kwh
sensor_12,18.84 Kwh
sensor_9,10.16 Kwh
sensor_4,8.32 Kwh
sensor_10,17.62 Kwh
sensor_13,21.57 Kwh
sensor_9,10.35 Kwh
sensor_3,5.69 Kwh
sensor_7,13.42 Kwh
sensor_8,8.8 Kwh
sensor_4,17.12 Kwh
sensor_2,14.98 Kwh
sensor_12,16.02 Kwh
sensor_10,17.9 Kwh
sensor_6,17.8 Kwh
sensor_2,17.23 Kwh
sensor_1,3.73 Kwh
sensor_6,20.38 Kwh
sensor_1,12.94 Kwh
sensor_13,13.67 Kwh
sensor_7,17.73 Kwh
sensor_11,17.99 Kwh
sensor_3,17.03 Kwh
sensor_11,7.55 Kwh
sensor_8,5.21 Kwh
sensor_4,6.41 Kwh
sensor_12,8.37 Kwh
sensor_1,12.29 Kwh
sensor_3,10.74 Kwh
sensor_2,20.31 Kwh
sensor_11,20.98 Kwh
sensor_13,15.26 Kwh
sensor_7,11.45 Kwh
sensor_6,14.88 Kwh
sensor_9,5.38 Kwh
sensor_10,15.85 Kwh
sensor_13,20.11 Kwh
sensor_3,10.48 Kwh
sensor_7,5.65 Kwh
sensor_8,22.09 Kwh
sensor_12,20.8 Kwh
sensor_10,19.75 Kwh
sensor_2,4.09 Kwh
sensor_3,6.78 Kwh
sensor_8,16.03 Kwh
sensor_11,16.6 Kwh
sensor_10,6.59 Kwh
sensor_9,12.86 Kwh
sensor_1,19.31 Kwh
