11035805382945,sensor_2,220.0v,2021-02-08T12:05:37.688036,stored_at:2021-02-08T12:06:09.707954
208569929569581,sensor_1,232v,2021-02-08T12:05:37.689961,stored_at:2021-02-08T12:06:09.708093
28709241843676,sensor_1,220.0v,2021-02-08T12:06:07.741838,stored_at:2021-02-08T12:06:09.708609
188043845423289,sensor_2,220.0v,2021-02-08T12:06:07.689186,stored_at:2021-02-08T12:06:09.708666
270726970548713,sensor_1,195v,2021-02-08T12:06:37.705924,stored_at:2021-02-08T12:06:41.707074
116553342817368,sensor_2,226v,2021-02-08T12:06:37.688767,stored_at:2021-02-08T12:06:41.707196
128404895614916,sensor_2,216v,2021-02-08T12:07:07.688986,stored_at:2021-02-08T12:07:13.707809
253630442855685,sensor_1,209v,2021-02-08T12:07:07.734712,stored_at:2021-02-08T12:07:13.707932
149965196426418,sensor_1,215v,2021-02-08T12:07:37.701508,stored_at:2021-02-08T12:07:45.707178
185673396599340,sensor_2,220.0v,2021-02-08T12:07:37.689056,stored_at:2021-02-08T12:07:45.707309
12193090316034,sensor_1,220.0v,2021-02-08T12:08:07.701405,stored_at:2021-02-08T12:08:17.707397
254092293257599,sensor_2,220.0v,2021-02-08T12:08:07.688485,stored_at:2021-02-08T12:08:17.707533
126827231319149,sensor_2,220.0v,2021-02-08T12:08:37.688461,stored_at:2021-02-08T12:08:49.707398
231944961406562,sensor_1,220.0v,2021-02-08T12:08:37.699447,stored_at:2021-02-08T12:08:49.707535
269877430938551,sensor_2,220.0v,2021-02-08T12:09:07.688698,stored_at:2021-02-08T12:09:21.707010
221599941627737,sensor_1,220.0v,2021-02-08T12:09:07.701603,stored_at:2021-02-08T12:09:21.707131
124373194254113,sensor_1,220.0v,2021-02-08T12:09:37.700496,stored_at:2021-02-08T12:09:53.706860
15418806987466,sensor_2,220.0v,2021-02-08T12:09:37.688905,stored_at:2021-02-08T12:09:53.706985
7834788081230,sensor_2,191v,2021-02-08T12:10:07.689046,stored_at:2021-02-08T12:10:25.707010
228051304376565,sensor_1,220.0v,2021-02-08T12:10:07.701211,stored_at:2021-02-08T12:10:25.707048
85496484421792,sensor_2,226v,2021-02-08T12:10:37.688833,stored_at:2021-02-08T12:10:57.707042
237862188935054,sensor_1,220.0v,2021-02-08T12:10:37.705301,stored_at:2021-02-08T12:10:57.707185
244892984183416,sensor_2,210v,2021-02-08T12:11:07.688690,stored_at:2021-02-08T12:11:29.707073
24303761045687,sensor_1,225v,2021-02-08T12:11:07.704979,stored_at:2021-02-08T12:11:29.707196
249515431657706,sensor_2,191v,2021-02-08T12:11:37.688894,stored_at:2021-02-08T12:12:01.707142
127036869749604,sensor_1,220.0v,2021-02-08T12:11:37.702637,stored_at:2021-02-08T12:12:01.707291
213104850640868,sensor_1,220.0v,2021-02-08T12:12:07.704832,stored_at:2021-02-08T12:12:33.707194
210248111595232,sensor_2,220.0v,2021-02-08T12:12:07.688819,stored_at:2021-02-08T12:12:33.707382
213411522588805,sensor_2,220.0v,2021-02-08T12:12:37.688536,stored_at:2021-02-08T12:13:05.706779
15897851241029,sensor_1,220.0v,2021-02-08T12:12:37.705475,stored_at:2021-02-08T12:13:05.706866
214404016759341,sensor_2,220.0v,2021-02-08T12:13:07.688694,stored_at:2021-02-08T12:13:37.710952
199265917201203,sensor_1,220.0v,2021-02-08T12:13:07.702645,stored_at:2021-02-08T12:13:37.711089
56519249660425,sensor_1,220.0v,2021-02-08T12:13:37.706536,stored_at:2021-02-08T12:14:09.706968
179909230087215,sensor_2,209v,2021-02-08T12:13:37.688978,stored_at:2021-02-08T12:14:09.707116
125760168486383,sensor_2,220.0v,2021-02-08T12:14:07.688524,stored_at:2021-02-08T12:14:09.707536
92302123249687,sensor_1,203v,2021-02-08T12:14:07.707404,stored_at:2021-02-08T12:14:09.707591
262818978707639,sensor_2,202v,2021-02-08T12:14:37.688655,stored_at:2021-02-08T12:14:41.706829
130447171573289,sensor_1,220.0v,2021-02-08T12:14:37.702460,stored_at:2021-02-08T12:14:41.706947
132920052583750,sensor_2,194v,2021-02-08T12:15:07.688990,stored_at:2021-02-08T12:15:13.706991
191435147847628,sensor_1,200v,2021-02-08T12:15:07.705078,stored_at:2021-02-08T12:15:13.707029
202686993514799,sensor_2,220.0v,2021-02-08T12:15:37.688660,stored_at:2021-02-08T12:15:45.706927
262357772638809,sensor_1,220.0v,2021-02-08T12:15:37.704193,stored_at:2021-02-08T12:15:45.707054
107041357692853,sensor_2,221v,2021-02-08T12:16:07.688453,stored_at:2021-02-08T12:16:17.707306
33558948774160,sensor_1,226v,2021-02-08T12:16:07.703755,stored_at:2021-02-08T12:16:17.707424
118878358796591,sensor_1,204v,2021-02-08T12:16:37.704353,stored_at:2021-02-08T12:16:49.707007
113886018141182,sensor_2,203v,2021-02-08T12:16:37.688893,stored_at:2021-02-08T12:16:49.707186
212218232208185,sensor_2,220.0v,2021-02-08T12:17:07.688285,stored_at:2021-02-08T12:17:21.707180
122060716627152,sensor_1,223v,2021-02-08T12:17:07.692299,stored_at:2021-02-08T12:17:21.707374
263182893586685,sensor_1,220.0v,2021-02-08T12:17:37.707188,stored_at:2021-02-08T12:17:53.707586
90035238566015,sensor_2,220.0v,2021-02-08T12:17:37.688413,stored_at:2021-02-08T12:17:53.707707
33556698261143,sensor_2,220.0v,2021-02-08T12:18:07.688747,stored_at:2021-02-08T12:18:25.707490
120922623645737,sensor_1,200v,2021-02-08T12:18:07.703394,stored_at:2021-02-08T12:18:25.707617
74786025091357,sensor_2,220.0v,2021-02-08T12:18:37.688728,stored_at:2021-02-08T12:18:57.706931
207328297735382,sensor_1,192v,2021-02-08T12:18:37.702231,stored_at:2021-02-08T12:18:57.707089
32023447116465,sensor_2,220.0v,2021-02-08T12:19:07.688658,stored_at:2021-02-08T12:19:29.707704
153446396935546,sensor_1,212v,2021-02-08T12:19:07.703985,stored_at:2021-02-08T12:19:29.707828
188901093450947,sensor_2,230v,2021-02-08T12:19:37.688919,stored_at:2021-02-08T12:20:01.707238
255722694290382,sensor_1,220.0v,2021-02-08T12:19:37.707204,stored_at:2021-02-08T12:20:01.707355
76987448608526,sensor_2,217v,2021-02-08T12:20:07.688564,stored_at:2021-02-08T12:20:33.706977
206031666855882,sensor_1,220.0v,2021-02-08T12:20:07.702357,stored_at:2021-02-08T12:20:33.707100
238950168409773,sensor_2,220.0v,2021-02-08T12:20:37.689030,stored_at:2021-02-08T12:21:05.707818
216603970723590,sensor_1,220.0v,2021-02-08T12:20:37.705727,stored_at:2021-02-08T12:21:05.707948
114071713525819,sensor_2,195v,2021-02-08T12:21:07.688715,stored_at:2021-02-08T12:21:37.713912
205307245378309,sensor_1,220.0v,2021-02-08T12:21:07.707661,stored_at:2021-02-08T12:21:37.714054
211250068042720,sensor_2,220.0v,2021-02-08T12:21:37.688660,stored_at:2021-02-08T12:22:09.707169
199648100845422,sensor_1,220.0v,2021-02-08T12:21:37.704686,stored_at:2021-02-08T12:22:09.707329
133488783243531,sensor_1,220.0v,2021-02-08T12:22:07.699592,stored_at:2021-02-08T12:22:09.708138
88401641906923,sensor_2,220.0v,2021-02-08T12:22:07.688748,stored_at:2021-02-08T12:22:09.708210
132158771533250,sensor_1,220.0v,2021-02-08T12:22:37.704563,stored_at:2021-02-08T12:22:41.707781
165918641270482,sensor_2,220.0v,2021-02-08T12:22:37.688724,stored_at:2021-02-08T12:22:41.707977
65051237839646,sensor_2,232v,2021-02-08T12:23:07.688535,stored_at:2021-02-08T12:23:13.706855
232761593365853,sensor_1,222v,2021-02-08T12:23:07.703567,stored_at:2021-02-08T12:23:13.706973
264753450797574,sensor_1,201v,2021-02-08T12:23:37.706116,stored_at:2021-02-08T12:23:45.707478
136717128989895,sensor_2,204v,2021-02-08T12:23:37.688383,stored_at:2021-02-08T12:23:45.707520
95620572762948,sensor_1,220.0v,2021-02-08T12:24:07.703536,stored_at:2021-02-08T12:24:17.707658
271855779307419,sensor_2,192v,2021-02-08T12:24:07.688618,stored_at:2021-02-08T12:24:17.707817
24249649119507,sensor_1,219v,2021-02-08T12:24:37.704598,stored_at:2021-02-08T12:24:49.706777
57697973087835,sensor_2,220.0v,2021-02-08T12:24:37.688989,stored_at:2021-02-08T12:24:49.706922
99317002045977,sensor_1,215v,2021-02-08T12:25:07.702831,stored_at:2021-02-08T12:25:21.707261
254252653060745,sensor_2,220.0v,2021-02-08T12:25:07.689068,stored_at:2021-02-08T12:25:21.707398
244399546530267,sensor_2,206v,2021-02-08T12:25:37.688822,stored_at:2021-02-08T12:25:53.707089
202002231369156,sensor_1,220.0v,2021-02-08T12:25:37.702294,stored_at:2021-02-08T12:25:53.707126
45743136500518,sensor_2,220.0v,2021-02-08T12:26:07.688414,stored_at:2021-02-08T12:26:25.706929
62993946600147,sensor_1,220.0v,2021-02-08T12:26:07.700385,stored_at:2021-02-08T12:26:25.706974
214384755445904,sensor_2,196v,2021-02-08T12:26:37.688713,stored_at:2021-02-08T12:26:57.707248
149542834117822,sensor_1,231v,2021-02-08T12:26:37.700055,stored_at:2021-02-08T12:26:57.707392
208444575846519,sensor_1,220.0v,2021-02-08T12:27:07.702562,stored_at:2021-02-08T12:27:29.707027
71279673399568,sensor_2,209v,2021-02-08T12:27:07.688688,stored_at:2021-02-08T12:27:29.707070
197562175064266,sensor_1,220.0v,2021-02-08T12:27:37.700490,stored_at:2021-02-08T12:28:01.706866
182307146432231,sensor_2,226v,2021-02-08T12:27:37.688277,stored_at:2021-02-08T12:28:01.707002
114107558411891,sensor_1,207v,2021-02-08T12:28:07.699649,stored_at:2021-02-08T12:28:33.707270
69607410997562,sensor_2,220.0v,2021-02-08T12:28:07.688852,stored_at:2021-02-08T12:28:33.707464
261250065348821,sensor_2,213v,2021-02-08T12:28:37.688553,stored_at:2021-02-08T12:29:05.707438
270509869626831,sensor_1,220.0v,2021-02-08T12:28:37.701236,stored_at:2021-02-08T12:29:05.707484
230409371288612,sensor_2,220.0v,2021-02-08T12:29:07.689465,stored_at:2021-02-08T12:29:37.707676
118660257903616,sensor_1,215v,2021-02-08T12:29:07.705853,stored_at:2021-02-08T12:29:37.707710
44739650438918,sensor_2,220.0v,2021-02-08T12:29:37.689533,stored_at:2021-02-08T12:30:09.707220
104598493739851,sensor_1,220.0v,2021-02-08T12:29:37.704910,stored_at:2021-02-08T12:30:09.707261
248503947231271,sensor_2,220.0v,2021-02-08T12:30:07.688624,stored_at:2021-02-08T12:30:09.707377
140862105594655,sensor_1,212v,2021-02-08T12:30:07.700975,stored_at:2021-02-08T12:30:09.707390
