sensor_2,8.4 Kwh
sensor_1,7.22 Kwh
sensor_1,7.6 Kwh
sensor_2,3.3 Kwh
sensor_3,15.93 Kwh
sensor_4,16.84 Kwh
sensor_13,9.51 Kwh
sensor_8,8.28 Kwh
sensor_11,12.36 Kwh
sensor_9,22.49 Kwh
sensor_12,8.65 Kwh
sensor_5,14.7 Kwh
sensor_7,9.63 Kwh
sensor_6,7.73 Kwh
sensor_10,20.46 Kwh
sensor_12,2.59 Kwh
sensor_8,7.35 Kwh
sensor_4,12.21 Kwh
sensor_11,11.11 Kwh
sensor_28,3.33 Kwh
sensor_7,12.57 Kwh
sensor_29,13.14 Kwh
sensor_15,19.74 Kwh
sensor_6,11.1 Kwh
sensor_10,18.04 Kwh
sensor_27,10.44 Kwh
sensor_13,17.61 Kwh
sensor_9,10.16 Kwh
sensor_2,12.57 Kwh
sensor_3,21.7 Kwh
sensor_5,12.2 Kwh
sensor_26,3.2 Kwh
sensor_14,16.83 Kwh
sensor_1,8.44 Kwh
sensor_16,21.73 Kwh
sensor_6,13.09 Kwh
sensor_2,13.28 Kwh
sensor_38,15.24 Kwh
sensor_28,8.32 Kwh
sensor_14,9.17 Kwh
sensor_29,15.64 Kwh
sensor_10,16.61 Kwh
sensor_8,21.73 Kwh
sensor_36,20.71 Kwh
sensor_11,4.83 Kwh
sensor_13,18.94 Kwh
sensor_27,17.11 Kwh
sensor_30,15.16 Kwh
sensor_37,17.07 Kwh
sensor_1,21.71 Kwh
sensor_7,12.88 Kwh
sensor_35,4.56 Kwh
sensor_26,7.78 Kwh
sensor_25,8.86 Kwh
sensor_12,4.79 Kwh
sensor_3,19.39 Kwh
sensor_15,18.18 Kwh
sensor_19,17.6 Kwh
sensor_9,19.09 Kwh
sensor_5,3.27 Kwh
sensor_16,19.05 Kwh
sensor_21,12.95 Kwh
sensor_4,5.1 Kwh
sensor_17,21.86 Kwh
