274595855730823,sensor_1,9.87 Kwh,2021-01-27T01:02:50.369785,stored_at:2021-01-27T01:03:22.434084
278941975301881,sensor_3,12.0 Kwh,2021-01-27T01:02:50.350693,stored_at:2021-01-27T01:03:22.434208
106298624988815,sensor_2,4.86 Kwh,2021-01-27T01:02:50.364424,stored_at:2021-01-27T01:03:22.434280
184523390417406,sensor_2,20.38 Kwh,2021-01-27T01:03:20.531050,stored_at:2021-01-27T01:03:22.435126
97934669023133,sensor_1,8.37 Kwh,2021-01-27T01:03:20.648831,stored_at:2021-01-27T01:03:22.435202
24832778628323,sensor_5,13.31 Kwh,2021-01-27T01:02:50.362124,stored_at:2021-01-27T01:03:22.435254
36181394063022,sensor_4,21.16 Kwh,2021-01-27T01:02:50.373833,stored_at:2021-01-27T01:03:22.435298
32317743444275,sensor_6,20.6 Kwh,2021-01-27T01:02:50.357084,stored_at:2021-01-27T01:03:22.435340
273422778971926,sensor_3,10.9 Kwh,2021-01-27T01:03:20.351820,stored_at:2021-01-27T01:03:22.435381
204305003357006,sensor_7,22.48 Kwh,2021-01-27T01:02:50.375726,stored_at:2021-01-27T01:03:22.435423
192461192196688,sensor_5,11.38 Kwh,2021-01-27T01:03:20.529580,stored_at:2021-01-27T01:03:54.434678
100895120094077,sensor_2,8.56 Kwh,2021-01-27T01:03:50.604945,stored_at:2021-01-27T01:03:54.434774
81452903306600,sensor_4,18.09 Kwh,2021-01-27T01:03:20.660706,stored_at:2021-01-27T01:03:54.434806
92477842318760,sensor_6,15.35 Kwh,2021-01-27T01:03:20.527523,stored_at:2021-01-27T01:03:54.434830
106922903640635,sensor_1,11.31 Kwh,2021-01-27T01:03:50.636895,stored_at:2021-01-27T01:03:54.434852
97900371705664,sensor_7,14.34 Kwh,2021-01-27T01:03:20.669281,stored_at:2021-01-27T01:03:54.434874
50875241458841,sensor_3,15.93 Kwh,2021-01-27T01:03:50.356020,stored_at:2021-01-27T01:03:54.434896
82280146823539,sensor_3,7.81 Kwh,2021-01-27T01:04:20.354838,stored_at:2021-01-27T01:04:26.434420
207262958235663,sensor_4,16.18 Kwh,2021-01-27T01:03:50.645237,stored_at:2021-01-27T01:04:26.434518
83094953132579,sensor_2,6.04 Kwh,2021-01-27T01:04:20.478450,stored_at:2021-01-27T01:04:26.434553
196060009223472,sensor_5,5.38 Kwh,2021-01-27T01:03:50.525005,stored_at:2021-01-27T01:04:26.434578
2977460494782,sensor_1,12.89 Kwh,2021-01-27T01:04:20.505866,stored_at:2021-01-27T01:04:26.434601
120372055960456,sensor_6,20.03 Kwh,2021-01-27T01:03:50.515312,stored_at:2021-01-27T01:04:26.434624
129098402072571,sensor_7,10.9 Kwh,2021-01-27T01:03:50.646721,stored_at:2021-01-27T01:04:26.434646
98642001051763,sensor_5,19.61 Kwh,2021-01-27T01:04:20.469960,stored_at:2021-01-27T01:04:58.433557
258819085471397,sensor_3,22.48 Kwh,2021-01-27T01:04:50.353065,stored_at:2021-01-27T01:04:58.433654
201433060058740,sensor_4,17.09 Kwh,2021-01-27T01:04:20.519905,stored_at:2021-01-27T01:04:58.433687
116246731553991,sensor_2,14.75 Kwh,2021-01-27T01:04:50.459000,stored_at:2021-01-27T01:04:58.433712
46056338942043,sensor_6,22.4 Kwh,2021-01-27T01:04:20.468593,stored_at:2021-01-27T01:04:58.433735
69027422203635,sensor_1,3.99 Kwh,2021-01-27T01:04:50.495032,stored_at:2021-01-27T01:04:58.433758
77984424605390,sensor_7,11.83 Kwh,2021-01-27T01:04:20.525868,stored_at:2021-01-27T01:04:58.433780
39602129870731,sensor_3,16.45 Kwh,2021-01-27T01:05:20.354807,stored_at:2021-01-27T01:05:30.433409
32138748539003,sensor_1,18.43 Kwh,2021-01-27T01:05:20.541705,stored_at:2021-01-27T01:05:30.433510
68837191831303,sensor_4,5.95 Kwh,2021-01-27T01:04:50.500952,stored_at:2021-01-27T01:05:30.433543
102468806574681,sensor_6,17.05 Kwh,2021-01-27T01:04:50.449058,stored_at:2021-01-27T01:05:30.433569
184711449470956,sensor_2,20.58 Kwh,2021-01-27T01:05:20.498847,stored_at:2021-01-27T01:05:30.433592
119049927297952,sensor_5,11.05 Kwh,2021-01-27T01:04:50.457568,stored_at:2021-01-27T01:05:30.433615
26504290859656,sensor_7,18.67 Kwh,2021-01-27T01:04:50.510207,stored_at:2021-01-27T01:05:30.433637
258219388727551,sensor_2,7.48 Kwh,2021-01-27T01:05:50.671618,stored_at:2021-01-27T01:06:02.445860
149698302434953,sensor_1,4.91 Kwh,2021-01-27T01:05:50.995425,stored_at:2021-01-27T01:06:02.445967
117442083965075,sensor_3,3.19 Kwh,2021-01-27T01:05:50.351322,stored_at:2021-01-27T01:06:02.445999
13430216542624,sensor_4,15.8 Kwh,2021-01-27T01:05:20.560916,stored_at:2021-01-27T01:06:02.446024
261688069622068,sensor_5,9.87 Kwh,2021-01-27T01:05:20.489065,stored_at:2021-01-27T01:06:02.446067
168874700166861,sensor_6,21.28 Kwh,2021-01-27T01:05:20.478478,stored_at:2021-01-27T01:06:02.446092
62951529233427,sensor_7,9.47 Kwh,2021-01-27T01:05:20.562009,stored_at:2021-01-27T01:06:02.446115
265539064125654,sensor_5,5.97 Kwh,2021-01-27T01:05:50.647673,stored_at:2021-01-27T01:06:34.433647
115018489107203,sensor_4,5.82 Kwh,2021-01-27T01:05:51.081001,stored_at:2021-01-27T01:06:34.433746
99300437469507,sensor_6,10.07 Kwh,2021-01-27T01:05:50.639171,stored_at:2021-01-27T01:06:34.433778
19736055505503,sensor_1,9.37 Kwh,2021-01-27T01:06:20.754413,stored_at:2021-01-27T01:06:34.433803
129406110798122,sensor_2,15.46 Kwh,2021-01-27T01:06:20.646272,stored_at:2021-01-27T01:06:34.433827
39257436918419,sensor_3,16.91 Kwh,2021-01-27T01:06:20.353029,stored_at:2021-01-27T01:06:34.433849
99196334419339,sensor_7,22.32 Kwh,2021-01-27T01:05:51.082976,stored_at:2021-01-27T01:06:34.433872
256497801009648,sensor_7,8.41 Kwh,2021-01-27T01:06:20.784110,stored_at:2021-01-27T01:07:06.435902
11813133504300,sensor_6,10.18 Kwh,2021-01-27T01:06:20.625147,stored_at:2021-01-27T01:07:06.436009
176612497415721,sensor_2,8.44 Kwh,2021-01-27T01:06:50.450283,stored_at:2021-01-27T01:07:06.436050
240022247700060,sensor_1,15.55 Kwh,2021-01-27T01:06:50.688222,stored_at:2021-01-27T01:07:06.436077
30949732724112,sensor_5,13.36 Kwh,2021-01-27T01:06:20.644929,stored_at:2021-01-27T01:07:06.436101
72610967094347,sensor_3,14.22 Kwh,2021-01-27T01:06:50.366185,stored_at:2021-01-27T01:07:06.436123
173145227451122,sensor_4,9.83 Kwh,2021-01-27T01:06:20.765197,stored_at:2021-01-27T01:07:06.436146
139149655498803,sensor_7,13.14 Kwh,2021-01-27T01:06:50.817597,stored_at:2021-01-27T01:07:38.433180
214705318221236,sensor_5,4.85 Kwh,2021-01-27T01:06:50.449361,stored_at:2021-01-27T01:07:38.433249
