sensor_1,19.49 Kwh
sensor_2,5.94 Kwh
sensor_2,6.34 Kwh
sensor_9,6.62 Kwh
sensor_5,5.97 Kwh
sensor_12,16.07 Kwh
sensor_1,5.52 Kwh
sensor_11,16.86 Kwh
sensor_13,9.6 Kwh
sensor_3,19.51 Kwh
sensor_4,14.45 Kwh
sensor_6,7.21 Kwh
sensor_7,5.88 Kwh
sensor_10,3.56 Kwh
sensor_1,18.83 Kwh
sensor_3,22.31 Kwh
sensor_27,5.95 Kwh
sensor_12,6.87 Kwh
sensor_5,15.85 Kwh
sensor_11,6.51 Kwh
sensor_9,7.54 Kwh
sensor_8,19.72 Kwh
sensor_15,19.4 Kwh
sensor_13,9.78 Kwh
sensor_16,14.51 Kwh
sensor_6,19.11 Kwh
sensor_26,21.23 Kwh
sensor_4,6.13 Kwh
sensor_14,4.11 Kwh
sensor_7,21.81 Kwh
sensor_10,14.67 Kwh
sensor_2,9.93 Kwh
sensor_29,9.97 Kwh
sensor_28,22.2 Kwh
sensor_37,7.04 Kwh
sensor_27,5.17 Kwh
sensor_25,16.2 Kwh
sensor_14,7.93 Kwh
sensor_33,5.47 Kwh
sensor_15,11.17 Kwh
sensor_13,18.11 Kwh
sensor_7,5.41 Kwh
sensor_1,8.68 Kwh
sensor_4,11.14 Kwh
sensor_17,22.36 Kwh
sensor_23,18.6 Kwh
sensor_29,17.5 Kwh
sensor_8,13.21 Kwh
sensor_30,17.7 Kwh
sensor_32,16.43 Kwh
sensor_6,17.36 Kwh
sensor_38,12.31 Kwh
sensor_5,3.63 Kwh
sensor_10,13.3 Kwh
sensor_31,14.95 Kwh
sensor_2,8.72 Kwh
sensor_19,21.88 Kwh
sensor_12,4.22 Kwh
sensor_11,14.2 Kwh
sensor_9,14.47 Kwh
sensor_3,8.5 Kwh
sensor_16,17.25 Kwh
sensor_26,15.33 Kwh
sensor_21,12.75 Kwh
sensor_28,6.79 Kwh
sensor_36,2.56 Kwh
sensor_24,16.22 Kwh
sensor_38,18.69 Kwh
sensor_8,11.12 Kwh
sensor_4,6.11 Kwh
sensor_5,18.04 Kwh
sensor_26,10.06 Kwh
sensor_30,6.22 Kwh
sensor_6,16.48 Kwh
sensor_17,9.37 Kwh
sensor_18,18.04 Kwh
sensor_31,16.83 Kwh
sensor_29,7.63 Kwh
sensor_7,12.7 Kwh
sensor_39,14.39 Kwh
sensor_3,20.23 Kwh
sensor_33,6.58 Kwh
sensor_40,7.86 Kwh
sensor_13,13.89 Kwh
sensor_10,9.23 Kwh
sensor_23,15.56 Kwh
sensor_20,18.37 Kwh
sensor_19,16.75 Kwh
sensor_32,21.96 Kwh
sensor_15,8.16 Kwh
sensor_16,21.96 Kwh
sensor_22,14.0 Kwh
sensor_27,20.23 Kwh
sensor_37,10.08 Kwh
sensor_28,18.02 Kwh
sensor_35,7.78 Kwh
sensor_14,2.54 Kwh
sensor_11,14.27 Kwh
sensor_12,20.39 Kwh
sensor_25,15.51 Kwh
sensor_21,12.41 Kwh
sensor_9,4.35 Kwh
sensor_1,16.0 Kwh
sensor_36,19.98 Kwh
sensor_2,5.94 Kwh
