159602778746363,sensor_2,220.0V,1095.06A,60.0Hz,240.91KW,300KVA,0.99,2021-02-25T21:38:02.692936,stored_at:2021-02-25T21:38:34.713828
124655833146856,sensor_1,227V,1239.01A,60.1Hz,281.26KW,300KVA,1.0,2021-02-25T21:38:02.691181,stored_at:2021-02-25T21:38:34.714045
71069285480660,sensor_2,211V,1011.9A,59.9Hz,213.51KW,300KVA,0.94,2021-02-25T21:38:32.706389,stored_at:2021-02-25T21:38:34.714472
155750861812497,sensor_1,220.0V,1095.55A,60.0Hz,241.02KW,300KVA,0.96,2021-02-25T21:38:32.691459,stored_at:2021-02-25T21:38:34.714580
35596962235201,sensor_1,198V,1272.85A,60.1Hz,252.02KW,300KVA,0.96,2021-02-25T21:39:02.692652,stored_at:2021-02-25T21:39:06.712674
235573981226392,sensor_2,230V,1089.78A,59.9Hz,250.65KW,300KVA,0.96,2021-02-25T21:39:02.720063,stored_at:2021-02-25T21:39:06.712841
260016295565619,sensor_2,199V,1037.38A,60.0Hz,206.44KW,300KVA,0.93,2021-02-25T21:39:32.699640,stored_at:2021-02-25T21:39:38.713140
278292477339385,sensor_1,220.0V,1078.54A,60.1Hz,237.28KW,300KVA,0.96,2021-02-25T21:39:32.691545,stored_at:2021-02-25T21:39:38.713355
4018865982196,sensor_1,220.0V,1062.52A,60.1Hz,233.75KW,300KVA,0.95,2021-02-25T21:40:02.692133,stored_at:2021-02-25T21:40:10.713229
179061891197413,sensor_2,197V,1021.26A,60.1Hz,201.19KW,300KVA,0.97,2021-02-25T21:40:02.700620,stored_at:2021-02-25T21:40:10.713435
268667886543894,sensor_1,204V,1059.06A,60.0Hz,216.05KW,300KVA,0.98,2021-02-25T21:40:32.692031,stored_at:2021-02-25T21:40:42.713290
256380790538237,sensor_2,219V,1087.55A,60.1Hz,238.17KW,300KVA,0.98,2021-02-25T21:40:32.698706,stored_at:2021-02-25T21:40:42.713510
228374375062962,sensor_2,220.0V,1109.55A,60.1Hz,244.1KW,300KVA,0.94,2021-02-25T21:41:02.698767,stored_at:2021-02-25T21:41:14.713172
46291658396412,sensor_1,196V,1202.12A,60.1Hz,235.62KW,300KVA,0.99,2021-02-25T21:41:02.691790,stored_at:2021-02-25T21:41:14.713380
219290187729834,sensor_1,220.0V,1018.19A,60.1Hz,224.0KW,300KVA,0.94,2021-02-25T21:41:32.692372,stored_at:2021-02-25T21:41:46.712724
235611797457919,sensor_2,212V,1167.58A,60.1Hz,247.53KW,300KVA,0.92,2021-02-25T21:41:32.701058,stored_at:2021-02-25T21:41:46.712907
20675759703730,sensor_2,199V,1289.92A,60.1Hz,256.69KW,300KVA,0.95,2021-02-25T21:42:02.700206,stored_at:2021-02-25T21:42:18.712372
219101668554361,sensor_1,217V,1178.66A,59.9Hz,255.77KW,300KVA,0.94,2021-02-25T21:42:02.692184,stored_at:2021-02-25T21:42:18.712575
219943098154770,sensor_1,197V,1123.67A,59.9Hz,221.36KW,300KVA,0.94,2021-02-25T21:42:32.691913,stored_at:2021-02-25T21:42:50.712830
75717358089003,sensor_2,220.0V,1259.62A,60.0Hz,277.12KW,300KVA,0.96,2021-02-25T21:42:32.698823,stored_at:2021-02-25T21:42:50.713010
37835601775882,sensor_2,215V,1202.98A,60.0Hz,258.64KW,300KVA,0.93,2021-02-25T21:43:02.700595,stored_at:2021-02-25T21:43:22.712332
20320780060955,sensor_1,220.0V,1224.65A,59.9Hz,269.42KW,300KVA,1.0,2021-02-25T21:43:02.692418,stored_at:2021-02-25T21:43:22.712580
